,0,1,2,3,4
14,废寝忘食,['[ fèi qǐn wàng shí ]'],"['废', '寝', '忘', '食']","['#/entry/zhko/a7d694adc5fb470987267bfc0ab84bfd', '#/entry/zhko/fb0e0b9a8f124bd58a0cde7a843988e9', '#/entry/zhko/ef77b141c6dd4bc0ac6045dd0a9f7244', '#/entry/zhko/7b7f2c8bcab44fb5b4c9d61ef2a1b300']",
15,招待,['[ zhāodài ]'],"['招', '待']","['#/entry/zhko/56c67d86566749759561544b28586ee8', '#/entry/zhko/a86f98fc8dc94d2bbaeef008512355bc']",1.초청하다   2.접대하다   3.접대원
16,分散,['[ fēnsàn ]'],"['分', '散']","['#/entry/zhko/eaa8679b1f9f490cad9fee0ecb021098', '#/entry/zhko/167e6453d8f34c31a7db8be429a7905f']",1.분산   2.널리 배부하다   3.분리
17,汉语,['[ Hànyǔ ]'],"['汉', '语']","['#/entry/zhko/2279bd0012684ce986d2b2921e2b594b', '#/entry/zhko/c27d00038c34425bbf5473f76c0c672b']",1.한어   2.중국어
18,无聊,['[ wúliáo ]'],"['无', '聊']","['#/entry/zhko/205b7edfb0b649838d817932f298cc0a', '#/entry/zhko/ca70b1048b9f4db78657cf3915197112']",1.무료하다   2.무의미하다   3.뻔뻔스럽다
19,勇于,['[ yǒngyú ]'],"['勇', '于']","['#/entry/zhko/c1ca3e8d42a64a10909ee6478222900f', '#/entry/zhko/3ffe9f569b8e4f98b5ba79f1e05e1c76']",1.용감히   2.과감하게
20,支援,['[ zhīyuán ]'],"['支', '援']","['#/entry/zhko/3975904ecf534d5bafb4783c03f04527', '#/entry/zhko/8a53e715378f4395a4184b4dae1ac1cc']",
21,支流,['[ zhīliú ]'],"['支', '流']","['#/entry/zhko/3975904ecf534d5bafb4783c03f04527', '#/entry/zhko/7b2fe6534f2f4e1baded4bc28650f6af']",1.지류   2.부차적인 일
22,作家,['[ zuòjiā ]'],"['作', '家']","['#/entry/zhko/3c728e6d15284391bdaf7f48b432c2f4', '#/entry/zhko/ce5cb7b1f78c4afb838a2cad7647b1e3']",1.작가   2.근검한 생활을 하여 집을 일으키다   3.검약   4.가사를 돌보다
23,例外,['[ lìwài ]'],"['例', '外']","['#/entry/zhko/cd5e2a9ad7be4acaaa04dfc050aa9835', '#/entry/zhko/c5c1d7bba3a446c4adde97229edc2614']",1.예외로 하다   2.예외다   3.예외
24,稳定,['[ wěndìng ]'],"['稳', '定']","['#/entry/zhko/cdf1a89df0a04cba9e5fc24edc09379c', '#/entry/zhko/75de534fb80a4610b7b7068b4b246b0b']",1.안정하다   2.안정시키다   3.안정
25,演习,['[ yǎnxí ]'],"['演', '习']","['#/entry/zhko/4339e25283a041118d4b33cef292c532', '#/entry/zhko/02c78085c6de4c159d6d6744e1198eba']",1.연습   2.훈련
26,不妨,['[ bùfáng ]'],"['不', '妨']","['#/entry/zhko/8f5c09bedf324bc49d1b4f4e590ff8e8', '#/entry/zhko/b714052b502b45f39abf0bd306ee75b9']",1.무방하다   2.괜찮다
27,信封儿,['[ xìnfēng(r) ]'],"['信', '封', '儿']","['#/entry/zhko/9065e8ed050340ee8e2e67b7366cae3e', '#/entry/zhko/a2a34e49639f44f9a616a5b88fbcbcb8', '#/entry/zhko/2e54c2a8f93c464192be8615d6c66a0a']",
28,医院,['[ yīyuàn ]'],"['医', '院']","['#/entry/zhko/12915bffe21049a6ab6efbf59da057dc', '#/entry/zhko/32127554c4734a28a2c300980bbd7fda']",1.의원   2.병원
29,系领带,['[ jìlǐngdài ]'],"['系', '领', '带']","['#/entry/zhko/ad5e207097234a0f8d7d31c40641a2f1', '#/entry/zhko/8afb667069514c2a848ce5a863058204', '#/entry/zhko/a40f56aa06044a7685ea55e1841dee44']",
30,跳舞,['[ tiào//wǔ ]'],"['跳', '舞']","['#/entry/zhko/85b6c4971d134c1c8ca3a0e3e493d98b', '#/entry/zhko/f90a0ad42f60459d95886b81c9ec64d1']",1.춤을 추다   2.춤
31,争论,['[ zhēnglùn ]'],"['争', '论']","['#/entry/zhko/e2e0c92752454f9e9d75fba79cd55fb9', '#/entry/zhko/6864c7f0674e4fca9dd47f1f833d7a59']",1.쟁론   2.논쟁
32,礼拜天,['[ lǐbàitiān ]'],"['礼', '拜', '天']","['#/entry/zhko/415ab344edfa4975bc94656ebe8485fe', '#/entry/zhko/4c2fd5e7fd3b431fbb0dba0a62e9c2ee', '#/entry/zhko/7b7de782c3d04a459a2d105e44201e7b']",
33,渠道,['[ qúdào ]'],"['渠', '道']","['#/entry/zhko/e9cc8f18881e4901a25d490c69fe6c0c', '#/entry/zhko/2542366336044a2f810c8fd2d69b7859']",1.관개 수로   2.수로   3.방법   4.경로
34,败坏,['[ bàihuài ]'],"['败', '坏']","['#/entry/zhko/35d0cde4ecbc4c3ab1e2c3164be4318c', '#/entry/zhko/29ba0c9e06c1494599b25cb0cccfd939']",1.손상시키다   2.파괴시키다   3.망치다   4.못 쓰게 하다
35,精神,['[ jīng‧shen ]'],"['精', '神']","['#/entry/zhko/9e4a0b1d3cc24ca595707f989669f87f', '#/entry/zhko/de3c274e10ac4c0e81fd576372bdf393']",1.원기   2.활기차다   3.기운을 내다
36,亲密,['[ qīnmì ]'],"['亲', '密']","['#/entry/zhko/d03810cdcf654654ba595ef8a540d844', '#/entry/zhko/f335ce0a638b4db485208b981cd231a8']",1.친밀하다   2.사이가 좋다
37,民族,['[ mínzú ]'],"['民', '族']","['#/entry/zhko/cc5fe79846924e22951d078bda0d3370', '#/entry/zhko/49d0a2119a594395816c0c27fd9fd70a']",
38,晚上,['[ wǎn‧shang ]'],"['晚', '上']","['#/entry/zhko/9cd4aa514df44206945e9241e24d4734', '#/entry/zhko/e67ed72dbab2447f84f4f4bdc586a063']",1.저녁   2.밤
39,吃亏,['[ chī//kuī ]'],"['吃', '亏']","['#/entry/zhko/d117f5a69e85404aaf2a07e6213db6f5', '#/entry/zhko/5bc90f21d93e4c128926a3c1cbcf7311']",1.손해를 보다   2.불리하게 되다   3.애석하게도
40,下雨,['[ xià//yǔ ]'],"['下', '雨']","['#/entry/zhko/d55f65d5486f4194823d2bc37c21ca38', '#/entry/zhko/2087ce5d48324f17b876796bde366888']",
41,须知,['[ xūzhī ]'],"['须', '知']","['#/entry/zhko/2903df9cff1342a0883a77228e4dcfae', '#/entry/zhko/a42f1fcb4bc64bfcbc31c87aad7a1417']",1.모름지기 알아야 한다   2.알지 않으면 안 된다   3.주의 사항   4.준칙
42,分辨,['[ fēnbiàn ]'],"['分', '辨']","['#/entry/zhko/eaa8679b1f9f490cad9fee0ecb021098', '#/entry/zhko/591be441ab8b4eeeb70370a52f575890']",1.분별   2.구분   3.분해
43,优越,['[ yōuyuè ]'],"['优', '越']","['#/entry/zhko/3f88e65936254e1a997204605c600215', '#/entry/zhko/ff646b7d7c0b44ba906bcb75af47e855']",1.우월하다   2.뛰어나다   3.우량하다
44,弊病,['[ bìbìng ]'],"['弊', '病']","['#/entry/zhko/067341e858e748bcb0f8262663929a49', '#/entry/zhko/a71a2876607640d59dd0fc8025a41236']",1.폐해   2.폐단   3.악폐   4.결함
45,超市,['[ chāoshì ]'],"['超', '市']","['#/entry/zhko/88763b823b9d4e93b6af57667b62997b', '#/entry/zhko/2160098d9ee440169eb5a4089a9bb125']",
46,称心如意,['[ chèn xīn rú yì ]'],"['称', '心', '如', '意']","['#/entry/zhko/3147df59105d48a1af264f6254f16238', '#/entry/zhko/d504e2395ba74a8abc2aaa1413196690', '#/entry/zhko/dcfc48c8b4a34043b3027272ba395653', '#/entry/zhko/00087d1e231a40dbbfb2843b5f0b9867']",1.마음에 꼭 들다   2.생각대로 되다
47,头发,['[ tóu‧fa ]'],"['头', '发']","['#/entry/zhko/c1c5fbc9371b4cef9b54c057890a5040', '#/entry/zhko/90dde58de4ac43d8a7b44106573447ed']",1.머리카락   2.두발
48,检查,['[ jiǎnchá ]'],"['检', '查']","['#/entry/zhko/ae7c2f98d48b4dfabaae606e7f646631', '#/entry/zhko/526b1bdfc43449dcadb5d27f660468b8']",1.점검하다   2.검사하다   3.검열하다   4.점검하다
49,公式,['[ gōngshì ]'],"['公', '式']","['#/entry/zhko/75167c3adeb846bc8724c6293207cafd', '#/entry/zhko/dd1de97416b04748b08c6c562fabb358']",1.일반 법칙   2.공식
50,利润,['[ lìrùn ]'],"['利', '润']","['#/entry/zhko/2600c66d0bd24618a37827decfbec984', '#/entry/zhko/e4ca6aac3893460790bcf439d6932e3b']",
51,演绎,['[ yǎnyì ]'],"['演', '绎']","['#/entry/zhko/4339e25283a041118d4b33cef292c532', '#/entry/zhko/4c74d47c470a4311b93c4a8883508938']",
52,助理,['[ zhùlǐ ]'],"['助', '理']","['#/entry/zhko/c5724234c96e4f188c301e1879248968', '#/entry/zhko/024d210665774d08bd6a3141e1781ab4']",
53,成熟,['[ chéngshú ]'],"['成', '熟']","['#/entry/zhko/9e2e167d35e84052b0c22382b414d197', '#/entry/zhko/4d0d56bfa7164e1192107164b275faa2']",1.익다   2.성숙하다   3.기술이 숙달되다
54,遭受,['[ zāoshòu ]'],"['遭', '受']","['#/entry/zhko/5793e8f63af542bb8104f9145e2c92a5', '#/entry/zhko/9ebdce42bcd34f3aad2ec75c07f3abe5']",1.받다   2.만나다   3.입다   4.당하다
55,连同,['[ liántóng ]'],"['连', '同']","['#/entry/zhko/21640b71a79442f18990310912accfba', '#/entry/zhko/110dfb8a07914e7b950b6ce4249959a3']",1.…과 함께   2.…과 같이
56,愿望,['[ yuànwàng ]'],"['愿', '望']","['#/entry/zhko/9f2a9233a9d4468183a41ba48c255857', '#/entry/zhko/9f62dead2ec94004b6d4c309be2ba534']",1.원망   2.원하고 바람   3.희망
57,打喷嚏,['[ dǎ pēntì ]'],"['打', '喷', '嚏']","['#/entry/zhko/88cfc034355e47288f1845fed72db7a1', '#/entry/zhko/90e4e8a8d18a4b59bc1eb66d2f908dae', '#/entry/zhko/29455d613f8f4075bcaaca04fd69eabc']",
58,装修,['[ zhuāngxiū ]'],"['装', '修']","['#/entry/zhko/14a45f62eefd440f8280bf9ea6efcf86', '#/entry/zhko/45337f4fbb684666b3e6645e08fa26be']",
59,工资,['[ gōngzī ]'],"['工', '资']","['#/entry/zhko/55131bab1d1c4512b96164c4a9ae1977', '#/entry/zhko/e827755cc58040e196deefbc57fff2fd']",1.임금   2.노임
60,性别,['[ xìngbié ]'],"['性', '别']","['#/entry/zhko/65def6a63410464b9fbd03d1417e48ed', '#/entry/zhko/11e9188b0638425d83d2595d4bb77216']",
61,考古,['[ kǎogǔ ]'],"['考', '古']","['#/entry/zhko/6a55116dd25e4a07b652c7be2fbcc00d', '#/entry/zhko/df37a09d450b4b568499632a3510a5ab']",1.연구하다   2.고고학
62,专题,['[ zhuāntí ]'],"['专', '题']","['#/entry/zhko/ad75db0dd3404de5ae86c80fd4170bdf', '#/entry/zhko/ba0432e36abf4f65a6470c7304b5dd1b']",1.특정한 제목   2.전문적인 테마
63,发生,['[ fāshēng ]'],"['发', '生']","['#/entry/zhko/90dde58de4ac43d8a7b44106573447ed', '#/entry/zhko/df5ba42276cf49968bc88517db7d146f']",1.발생하다   2.난자가 정자를 받은 후에 성장해 가는 과정   3.왕성하게 되다   4.‘春天’의 다른 이름
64,另外,['[ lìngwài ]'],"['另', '外']","['#/entry/zhko/40e6f2b22f92499dab327021d3f50102', '#/entry/zhko/c5c1d7bba3a446c4adde97229edc2614']",1.별도의   2.다른   3.달리   4.그밖에
65,爱戴,['[ àidài ]'],"['爱', '戴']","['#/entry/zhko/53a6b76a8d4242cf9355a854be238e65', '#/entry/zhko/9b43ac0f44874c829ef51ecb49a49037']",1.추대   2.받들어 모시다   3.우러러 모시다
66,知识,['[ zhī‧shi ]'],"['知', '识']","['#/entry/zhko/a42f1fcb4bc64bfcbc31c87aad7a1417', '#/entry/zhko/57a977bfde6845f78f0c66927ac8ac60']",
67,卡车,['[ kǎchē ]'],"['卡', '车']","['#/entry/zhko/9dc2152f4d7e4f63aa679d1ded6615b5', '#/entry/zhko/213d15706f6042a3b8002524f9756c6e']",
68,终点,['[ zhōngdiǎn ]'],"['终', '点']","['#/entry/zhko/f318bc558e1d4fbca5bc536599592324', '#/entry/zhko/97af851211e14e8b88d6c7291a2360c7']",1.종점   2.결승점
69,消失,['[ xiāoshī ]'],"['消', '失']","['#/entry/zhko/8c384df1c90b47d48e2e8a352a25e5fd', '#/entry/zhko/b0ad69df4a2040f6b53a4f2332a88333']",1.사라지다   2.없어지다   3.소실하다
70,恶化,['[ èhuà ]'],"['恶', '化']","['#/entry/zhko/9fbf898e63344a6782ec37efe9ed2976', '#/entry/zhko/2e7b557f94c648afaf391d33a4a8e5b1']",1.악화되다   2.악화시키다
71,天空,['[ tiānkōng ]'],"['天', '空']","['#/entry/zhko/7b7de782c3d04a459a2d105e44201e7b', '#/entry/zhko/42d0f82ed6274f6f92c8071da8b6e046']",1.하늘   2.하늘이 넓다   3.천계
72,起哄,['[ qǐ//hòng ]'],"['起', '哄']","['#/entry/zhko/2415e6b21ea24895a69d4fcda5f261e5', '#/entry/zhko/13c3e5305399444f8753cd1eb9f80a63']",1.떠들어 대다   2.소란을 피우다   3.희롱하다   4.놀리다
73,空间,['[ kōngjiān ]'],"['空', '间']","['#/entry/zhko/42d0f82ed6274f6f92c8071da8b6e046', '#/entry/zhko/5d445144cd3b4ecca633d58e46a05bdf']",1.공간   2.우주 공간
74,美术,['[ měishù ]'],"['美', '术']","['#/entry/zhko/8f0a9e23dcc74e058fe36fe23133038a', '#/entry/zhko/57243bb026ce4fa8a9c0fcf6712937da']",1.미술   2.그림   3.회화
75,相信,['[ xiāngxìn ]'],"['相', '信']","['#/entry/zhko/5590002e3a834598adaa02b4c9fc6832', '#/entry/zhko/9065e8ed050340ee8e2e67b7366cae3e']",1.믿다   2.신임하다
76,地球,['[ dìqiú ]'],"['地', '球']","['#/entry/zhko/4f9861180e054d688369818f489ace64', '#/entry/zhko/2cf2824848854e278856258e4203a93f']",
77,特色,['[ tèsè ]'],"['特', '色']","['#/entry/zhko/7d652402735e4dbaacc9bad35873495b', '#/entry/zhko/958998bc45014ef89ea7687d9a18162d']",1.특색   2.특징
78,同学,['[ tóngxué ]'],"['同', '学']","['#/entry/zhko/110dfb8a07914e7b950b6ce4249959a3', '#/entry/zhko/67ecf9ed951c48a586367d1edcf2221f']",1.동창   2.교사가 학생을 부를 때 쓰는 말   3.같은 학교에서 함께 공부하다
79,过滤,['[ guòlǜ ]'],"['过', '滤']","['#/entry/zhko/5536d41f42d24ab9a5d3024babd1ff9e', '#/entry/zhko/96d1105f377740a0996530fa5fb106dc']",1.필터   2.받다   3.거르다   4.여과하다
80,面貌,['[ miànmào ]'],"['面', '貌']","['#/entry/zhko/058af9e47216414db5e45ee9dc8f578f', '#/entry/zhko/f8bc83a78da944d5be25544d3a0fc5fd']",1.용모   2.얼굴 생김새   3.면모   4.양상
81,手指,['[ shǒuzhǐ ]'],"['手', '指']","['#/entry/zhko/441b945bb46e461ca4df707943863949', '#/entry/zhko/dc9f803a6a744b4481f255a0e97a138f']",
82,开除,['[ kāichú ]'],"['开', '除']","['#/entry/zhko/e6e76b146dd644b494cde29a7d4b650c', '#/entry/zhko/ff7419492faf45c9b0e070fd0ac91df3']",1.면직시키다   2.제거하다   3.제명하다
83,完全,['[ wánquán ]'],"['完', '全']","['#/entry/zhko/bd3c762e7f7a46a9bc7e91228d1854c2', '#/entry/zhko/e8e0ac445c5c4c53ace1279f4858a7ba']",1.완전하다   2.충분하다   3.완전히   4.전혀
84,总之,['[ zǒngzhī ]'],"['总', '之']","['#/entry/zhko/81b140c6c67a423b8556e656722edb26', '#/entry/zhko/1b12c88975e64c528c446b0e62a390c1']",1.총괄적으로 말해서   2.요컨대   3.한마디로 말하면   4.하여간
85,地点,['[ dìdiǎn ]'],"['地', '点']","['#/entry/zhko/4f9861180e054d688369818f489ace64', '#/entry/zhko/97af851211e14e8b88d6c7291a2360c7']",1.지점   2.장소   3.위치   4.소재지
86,东西,['[ dōng‧xi ]'],"['东', '西']","['#/entry/zhko/d1d2acb5d3944a2497b4b30640255c8d', '#/entry/zhko/c7ea2e33b0bd47ae8125cd7f1ed19fad']",1.물품   2.추상적인 것   3.놈
87,种子,['[ zhǒng‧zi ]'],"['种', '子']","['#/entry/zhko/ff247694a9704d75bcbf88baea5d5996', '#/entry/zhko/afc0a77247e74dfcb69171bfffd2bc5a']",1.종자   2.씨   3.씨앗   4.시드
88,好处,['[ hǎo‧chu ]'],"['好', '处']","['#/entry/zhko/2f2072ca48fe4153b63f6d7d8c664b09', '#/entry/zhko/f1adcda51ae84f4c88a3cc52857c06fb']",1.장점   2.이익   3.도움
89,点缀,['[ diǎn‧zhuì ]'],"['点', '缀']","['#/entry/zhko/97af851211e14e8b88d6c7291a2360c7', '#/entry/zhko/857efe2e33b44b0fb03d23196278f9cc']",1.점철하다   2.단장하다   3.숫자를 채우다   4.구색을 맞추다
90,请假,['[ qǐng//jià ]'],"['请', '假']","['#/entry/zhko/2256273ca6ff426a991405f57eae19fc', '#/entry/zhko/1e5849f97b8740438f02f717c8abe98f']",1.휴가를 받다   2.말미를 청하다   3.허가를 받다
91,普及,['[ pǔjí ]'],"['普', '及']","['#/entry/zhko/a9de0339022944d68146f01f6c0bbb29', '#/entry/zhko/712df5b8c9af486685249249ac07706e']",1.보급되다   2.확대되다   3.널리 퍼지게 하다   4.보편화시키다
92,百分之,['[ bǎifēnzhī ]'],"['百', '分', '之']","['#/entry/zhko/e0d037c78b164bafb00dfbfbf1bd886a', '#/entry/zhko/eaa8679b1f9f490cad9fee0ecb021098', '#/entry/zhko/1b12c88975e64c528c446b0e62a390c1']",
93,缺口,['[ quēkǒu ]'],"['缺', '口']","['#/entry/zhko/0cbee412cddc472fb2561274db3ff36a', '#/entry/zhko/b5c5253a468b416aaea8cb70ad81ce43']",1.파손되어 이지러진 부분   2.돌파구   3.먹을 것이 모자라다
94,积极,['[ jījí ]'],"['积', '极']","['#/entry/zhko/70a68dc63057470b8b06d91b20c3bb30', '#/entry/zhko/427461eac9e04896bd3a2f987883592c']",1.적극적이다   2.열성적이다   3.의욕적이다   4.진취적이다
95,回忆,['[ huíyì ]'],"['回', '忆']","['#/entry/zhko/cfee6584679b4a3798b8f4a81dc9da84', '#/entry/zhko/6ed34db59868407da0b36ab12fa7e566']",1.회상   2.추억
96,数码,['[ shùmǎ ]'],"['数', '码']","['#/entry/zhko/a3914fdac6c143a382cc05834e00ce9d', '#/entry/zhko/c8f75c3653724ab68ed250494b2df3d0']",1.디지털   2.数字
97,朝代,['[ cháodài ]'],"['朝', '代']","['#/entry/zhko/b18386bdb9394421a5a38ddcc2320eff', '#/entry/zhko/1a66fc12af234c5da597f733b90998dc']",
98,再见,['[ zàijiàn ]'],"['再', '见']","['#/entry/zhko/2c22d3d4a099458ab9972c6cf8cb1604', '#/entry/zhko/3588c425d7b547718e8bc0d41cccbad7']",1.또 뵙겠습니다   2.안녕히 계십시오
99,短信,['[ duǎnxìn ]'],"['短', '信']","['#/entry/zhko/3625beb13a684e35a3dbb395d281c1de', '#/entry/zhko/9065e8ed050340ee8e2e67b7366cae3e']",1.짧은 편지   2.메시지
100,同时,['[ tóngshí ]'],"['同', '时']","['#/entry/zhko/110dfb8a07914e7b950b6ce4249959a3', '#/entry/zhko/35d9a75c775941d6b00f2c0abf0299d8']",1.동시   2.‘在…的同时’의 형태로 쓰일 경우   3.‘与…同时’의 형태로 쓰일 경우   4.동시에
101,心态,['[ xīntài ]'],"['心', '态']","['#/entry/zhko/d504e2395ba74a8abc2aaa1413196690', '#/entry/zhko/4f28dcb9b3f048f5a49df28b891d44fa']",
102,利害,['[ lì‧hai ]'],"['利', '害']","['#/entry/zhko/2600c66d0bd24618a37827decfbec984', '#/entry/zhko/e7dab7722811444e878176ab79076dbf']",
103,小气,['[ xiǎo‧qi ]'],"['小', '气']","['#/entry/zhko/b364965c122e4dbf996e78de8de07cd2', '#/entry/zhko/0bf16093641c469998407bba451994fa']",1.인색하다   2.도량이 좁다   3.쩨쩨하게 놀다
104,众所周知,['[ zhòng suǒ zhōu zhī ]'],"['众', '所', '周', '知']","['#/entry/zhko/c19a275453194c4981017acc747735bc', '#/entry/zhko/41ea7c587b2841758301c19885972a8d', '#/entry/zhko/9b13422c6ea946b784ff57644b112f74', '#/entry/zhko/a42f1fcb4bc64bfcbc31c87aad7a1417']",
105,心疼,['[ xīnténg ]'],"['心', '疼']","['#/entry/zhko/d504e2395ba74a8abc2aaa1413196690', '#/entry/zhko/007bd2b2394442c09ea328bd06e57244']",1.몹시 아끼다   2.애석해하다   3.아까워하다
106,师傅,['[ shī‧fu ]'],"['师', '傅']","['#/entry/zhko/f91af14096bd424283db79cbbf0205c4', '#/entry/zhko/0ff6efcbb2014925847466211c06238f']",1.스승   2.그 일에 숙달한 사람   3.임금의 스승   4.승니
107,安静,['[ ānjìng ]'],"['安', '静']","['#/entry/zhko/9d2346b7f2a248da965c4117c8fb0976', '#/entry/zhko/b0328b062f5c47fd88fbcb5bf1e519ef']",1.안정하다   2.조용하다   3.평온하다   4.침착하다
108,多亏,['[ duōkuī ]'],"['多', '亏']","['#/entry/zhko/ff2bf4f9e0ed4017aec6ed729baa574c', '#/entry/zhko/5bc90f21d93e4c128926a3c1cbcf7311']",1.덕분에   2.다행히   3.은혜를 입다
109,谢谢,['[ xiè‧xie ]'],"['谢', '谢']","['#/entry/zhko/1d0edf36429a4788840eb24e9091e2df', '#/entry/zhko/1d0edf36429a4788840eb24e9091e2df']",1.감사합니다   2.고맙습니다   3.사례의 말을 하다   4.감사드리다
110,外公,['[ wàigōng ]'],"['外', '公']","['#/entry/zhko/c5c1d7bba3a446c4adde97229edc2614', '#/entry/zhko/75167c3adeb846bc8724c6293207cafd']",
111,休息,['[ xiū‧xi ]'],"['休', '息']","['#/entry/zhko/45bb682331ba444da07b764099212152', '#/entry/zhko/dfb1e69179f34b3b949110550aaef31d']",1.휴식   2.휴업   3.운전을 잠시 멈춤
112,开支,['[ kāizhī ]'],"['开', '支']","['#/entry/zhko/e6e76b146dd644b494cde29a7d4b650c', '#/entry/zhko/3975904ecf534d5bafb4783c03f04527']",1.지출하다   2.지출   3.임금을 지불하다
113,由于,['[ yóuyú ]'],"['由', '于']","['#/entry/zhko/ff07dd554187414db35de29539ccf709', '#/entry/zhko/3ffe9f569b8e4f98b5ba79f1e05e1c76']",1.…에 의하다   2.…로 인하여   3.…때문에
114,弱点,['[ ruòdiǎn ]'],"['弱', '点']","['#/entry/zhko/78f7db59dbf24d1b861ad83e1661ba15', '#/entry/zhko/97af851211e14e8b88d6c7291a2360c7']",
115,冷却,['[ lěngquè ]'],"['冷', '却']","['#/entry/zhko/43f79a90d8104e7784f4bd7dd7403ab5', '#/entry/zhko/5100433423df4a27b6310e61d5a926ed']",
116,竞赛,['[ jìngsài ]'],"['竞', '赛']","['#/entry/zhko/4a2fedb3690a4c71b1a9544299c379c2', '#/entry/zhko/112e68c2336a447f97ed9f51c411d28d']",1.경쟁   2.경기   3.시합
117,阵容,['[ zhènróng ]'],"['阵', '容']","['#/entry/zhko/d3c38a1066b4420586cf99feee37d0fd', '#/entry/zhko/9f33b62e86434221bb68d57e9596930b']",1.진세의 형편이나 상태   2.진을 친 모양새   3.진용   4.한 단체의 구성원들의 짜임새
118,上瘾,['[ shàng//yǐn ]'],"['上', '瘾']","['#/entry/zhko/e67ed72dbab2447f84f4f4bdc586a063', '#/entry/zhko/ba82a7f2f3cd4332a63498f1aacc181e']",1.인이 박히다   2.버릇이 되다   3.중독되다   4.{전용} 열중하다
119,反之,['[ fǎnzhī ]'],"['反', '之']","['#/entry/zhko/a3b285276b8c4146bee3a779012a4d79', '#/entry/zhko/1b12c88975e64c528c446b0e62a390c1']",1.이와 반대로   2.바꾸어서 말하면
120,陷入,['[ xiànrù ]'],"['陷', '入']","['#/entry/zhko/2557affc8d8d4860a5ec50463ba122ef', '#/entry/zhko/b4754faacdef4028b2c80e433c9a7ba6']",1.빠지다   2.몰두하다   3.열중하다   4.깊이 빠져들다
121,时间,['[ shíjiān ]'],"['时', '间']","['#/entry/zhko/35d9a75c775941d6b00f2c0abf0299d8', '#/entry/zhko/5d445144cd3b4ecca633d58e46a05bdf']",1.시간   2.어떤 시각과 시각의 사이   3.시각   4.틈
122,皇帝,['[ huángdì ]'],"['皇', '帝']","['#/entry/zhko/3c6dd801212a4bdfa8ca269d93fc5d2b', '#/entry/zhko/25427662a2264d88a85af7ee7a743910']",1.황제   2.고객
