,0
0,主
1,"['[ zhǔ ]', '1.임자 \xa0 2.주인 \xa0 3.당사자 \xa0 4.여호와']"
2,气
3,"['[ qì ]', '1.기체 \xa0 2.공기 \xa0 3.호흡 \xa0 4.자연계의 현상']"
4,每
5,"['[ měi ]', '1.매 \xa0 2.늘 \xa0 3.자주 \xa0 4.…들']"
6,少
7,"['[ shǎo ]', '1.적다 \xa0 2.부족하다 \xa0 3.잃다 \xa0 4.빌리다']"
8,切
9,"['[ qiē ]', '1.끊다 \xa0 2.접하다 \xa0 3.성']"
10,失
11,"['[ shī ]', '1.잃다 \xa0 2.실수하다 \xa0 3.못찾다 \xa0 4.목적을 달성하지 못하다']"
12,算
13,"['[ suàn ]', '1.셈 \xa0 2.계산에 넣다 \xa0 3.계획하다 \xa0 4.추측하다']"
14,性
15,"['[ xìng ]', '1.성격 \xa0 2.화내다 \xa0 3.성질 \xa0 4.효력']"
16,此
17,"['[ cǐ ]', '1.이 \xa0 2.이 때 \xa0 3.이 곳 \xa0 4.이에']"
18,必
19,"['[ bì ]', '1.반드시 \xa0 2.반드시 …해야 한다 \xa0 3.보증하다']"
20,备
21,"['[ bèi ]', '1.구비하다 \xa0 2.미리 갖추다 \xa0 3.방비하다 \xa0 4.설비']"
22,合
23,"['[ hé ]', '1.감다 \xa0 2.합치다 \xa0 3.온 \xa0 4.맞다']"
24,德
25,"['[ dé ]', '1.덕 \xa0 2.마음 \xa0 3.은혜 \xa0 4.독일']"
26,队
27,"['[ duì ]', '1.열 \xa0 2.팀 \xa0 3.소년 선봉대를 가리킴 \xa0 4.무리']"
28,试
29,"['[ shì ]', '1.시험하다 \xa0 2.시험 \xa0 3.재다 \xa0 4.당·송대 관제의 하나']"
30,抱
31,"['[ bào ]', '1.안다 \xa0 2.처음으로 얻다 \xa0 3.양자로 삼다 \xa0 4.한데 뭉치다']"
32,医
33,"['[ yī ]', '1.의사 \xa0 2.의학 \xa0 3.치료하다 \xa0 4.성']"
34,通
35,"['[ tōng ]', '1.관통하다 \xa0 2.상통하다 \xa0 3.뚫다 \xa0 4.잇다']"
36,体
37,"['[ tǐ ]', '1.몸 \xa0 2.물체 \xa0 3.자체 \xa0 4.체제']"
38,乐
39,"['[ lè ]', '1.즐겁다 \xa0 2.즐기다 \xa0 3.즐거움 \xa0 4.웃다']"
40,并
41,"['[ bìng ]', '1.합치다 \xa0 2.나란히 하다 \xa0 3.같이 \xa0 4.결코']"
42,三
43,"['[ sān ]', '1.3 \xa0 2.셋 \xa0 3.재삼 \xa0 4.여러 번']"
44,早
45,"['[ zǎo ]', '1.아침 \xa0 2.일찍이 \xa0 3.조기의 \xa0 4.이르다']"
46,门
47,"['[ mén ]', '1.출입구 \xa0 2.개폐기 \xa0 3.비결 \xa0 4.문벌']"
48,害
49,"['[ hài ]', '1.해 \xa0 2.해롭다 \xa0 3.손해를 입히다 \xa0 4.죽이다']"
50,歉
51,"['[ qiàn ]', '1.수확이 좋지 않다 \xa0 2.미안해하다 \xa0 3.불만족스럽다 \xa0 4.적다']"
52,选
53,"['[ xuǎn ]', '1.고르다 \xa0 2.선거하다 \xa0 3.뽑힌 사람, 또는 정선된 물건 \xa0 4.선별하여 함께 묶은 작품']"
54,嗨
55,"['[ hāi ]', '1.하하 \xa0 2.호호']"
56,房
57,"['[ fáng ]', '1.집 \xa0 2.방 \xa0 3.집이나 방과 유사한 것 \xa0 4.분가한 가족']"
58,命
59,"['[ mìng ]', '1.생명 \xa0 2.수명 \xa0 3.운명 \xa0 4.지시']"
60,且
61,"['[ qiě ]', '1.잠깐 \xa0 2.오랫동안 \xa0 3.매우 \xa0 4.바야흐로…']"
62,向
63,"['[ xiàng ]', '1.방향 \xa0 2.향하다 \xa0 3.근접하다 \xa0 4.두둔하다']"
64,兴
65,"['[ xīng ]', '1.흥성하다 \xa0 2.성행시키다 \xa0 3.시작하다 \xa0 4.발명하다']"
66,球
67,"['[ qiú ]', '1.구 \xa0 2.구형이나 이에 가까운 물체 \xa0 3.공 \xa0 4.구기 운동']"
68,服
69,"['[ fú ]', '1.의복 \xa0 2.상복 \xa0 3.옷을 입다 \xa0 4.먹다']"
70,入
71,"['[ rù ]', '1.들다 \xa0 2.가입하다 \xa0 3.수입 \xa0 4.합치하다']"
72,入
73,"['[ rù ]', '1.들다 \xa0 2.가입하다 \xa0 3.수입 \xa0 4.합치하다']"
74,照
75,"['[ zhào ]', '1.비치다 \xa0 2.비추다 \xa0 3.찍다 \xa0 4.사진']"
76,照
77,"['[ zhào ]', '1.비치다 \xa0 2.비추다 \xa0 3.찍다 \xa0 4.사진']"
78,提
79,"['[ tí ]', '1.들다 \xa0 2.들어올리다 \xa0 3.찾다 \xa0 4.제시하다']"
80,掉
81,"['[ diào ]', '1.떨어지다 \xa0 2.뒤에 처지다 \xa0 3.빠뜨리다 \xa0 4.내리다']"
82,夫
83,"['[ fū ]', '1.남편 \xa0 2.사나이 \xa0 3.육체노동에 종사하는 사람 \xa0 4.부역꾼']"
84,路
85,"['[ lù ]', '1.길 \xa0 2.노정 \xa0 3.방법 \xa0 4.이치']"
86,演
87,"['[ yǎn ]', '1.발전하다 \xa0 2.서술하다 \xa0 3.연습하다 \xa0 4.공연하다']"
88,够
89,"['[ gòu ]', '1.충분하다 \xa0 2.이르다 \xa0 3.닿다 \xa0 4.싫증나다']"
90,日
91,"['[ rì ]', '1.해 \xa0 2.낮 \xa0 3.하루 \xa0 4.날']"
92,案
93,"['[ àn ]', '1.장방형의 탁자, 또는 탁자 대신으로 쓰이는 긴 나무판 \xa0 2.소반 \xa0 3.사건 \xa0 4.공문서나 기록']"
94,舞
95,"['[ wǔ ]', '1.춤 \xa0 2.춤추다 \xa0 3.날다 \xa0 4.손에 들고 춤추다']"
96,决
97,"['[ jué ]', '1.정하다 \xa0 2.승패를 결정짓다 \xa0 3.결코 \xa0 4.사형을 집행하다']"
98,求
99,"['[ qiú ]', '1.청하다 \xa0 2.추구하다 \xa0 3.수요 \xa0 4.희망하다']"
