,0
83,"['[ pǐn ]', '1.물품 \xa0 2.등급 \xa0 3.옛날, 과거의 등급 \xa0 4.종류']"
84,英
85,"['[ yīng ]', '1.꽃 \xa0 2.재능이나 지혜가 뛰어나다 \xa0 3.재능이나 지혜가 뛰어난 사람 \xa0 4.영국']"
86,罪
87,"['[ zuì ]', '1.죄 \xa0 2.과실 \xa0 3.고난 \xa0 4.벌하다']"
88,据
89,据
90,"['[ pài ]', '1.파 \xa0 2.기풍 \xa0 3.파별·유파 따위를 셀 때 사용함']"
91,派
92,"['[ piào ]', '1.표 \xa0 2.지폐 \xa0 3.옛날, 강도가 납치한 인질 \xa0 4.한 건']"
93,票
94,"['[ lán ]', '1.난초 \xa0 2.향등골나물 \xa0 3.목란 \xa0 4.란저우의 약칭']"
95,兰
96,"['[ è ]', '1.악행 \xa0 2.흉악하다 \xa0 3.악하다 \xa0 4.추하다']"
97,恶
98,"['[ fán ]', '1.답답하다 \xa0 2.번민 \xa0 3.걱정하다 \xa0 4.번거롭다']"
