,0
71,"['[ jiā ]', '1.가정 \xa0 2.부대나 기관에 소속된 사람의 집무실 \xa0 3.어떤 전문 학문에 종사하는 사람']"
72,后
73,"['[ hòu ]', '1.뒤 \xa0 2.순서의 뒤 \xa0 3.후대 \xa0 4.뒤떨어지다']"
74,儿
75,"['[ ér ]', '1.아이 \xa0 2.젊은이 \xa0 3.아들 \xa0 4.수컷의']"
76,多
77,"['[ duō ]', '1.많다 \xa0 2.과다한 \xa0 3.…여 \xa0 4.훨씬']"
78,意
79,"['[ yì ]', '1.생각 \xa0 2.뜻 \xa0 3.의견 \xa0 4.예상']"
80,别
81,"['[ bié ]', '1.이별하다 \xa0 2.별개의 \xa0 3.돌리다 \xa0 4.구별하다']"
82,所
83,"['[ suǒ ]', '1.장소 \xa0 2.명대 군대 주둔지 \xa0 3.소 \xa0 4.쑤워']"
84,话
85,"['[ huà ]', '1.말 \xa0 2.방언 \xa0 3.이야기 \xa0 4.말하다']"
86,小
87,"['[ xiǎo ]', '1.작다 \xa0 2.약간 \xa0 3.잠시 동안 \xa0 4.…에 약간 모자라다']"
88,白
89,"['[ bái ]', '1.흰색 \xa0 2.희다 \xa0 3.청결하다 \xa0 4.명백하다']"
90,回
91,"['[ huí ]', '1.에돌다 \xa0 2.되돌아오다 \xa0 3.되돌리다 \xa0 4.회답하다']"
92,然
93,"['[ rán ]', '1.그러나 \xa0 2.옳다 \xa0 3.이와 같다 \xa0 4.…하다']"
94,果
95,"['[ guǒ ]', '1.과실 \xa0 2.귀결 \xa0 3.이루다 \xa0 4.계란']"
96,发
97,"['[ fā ]', '1.보내다 \xa0 2.발사하다 \xa0 3.발생하다 \xa0 4.표현하다']"
98,见
99,"['[ jiàn ]', '1.보다 \xa0 2.쐬다 \xa0 3.마주치다 \xa0 4.나타나다']"
100,心
101,"['[ xīn ]', '1.심장 \xa0 2.마음 \xa0 3.감정 \xa0 4.의지']"
102,走
103,"['[ zǒu ]', '1.걷다 \xa0 2.뛰다 \xa0 3.움직이다 \xa0 4.떠나다']"
104,定
105,"['[ dìng ]', '1.안정되다 \xa0 2.안정시키다 \xa0 3.정하다']"
106,听
107,"['[ tīng ]', '1.듣다 \xa0 2.다스리다 \xa0 3.판결하다 \xa0 4.청진하다']"
108,觉
109,"['[ jué ]', '1.감각 \xa0 2.느끼다 \xa0 3.깨어나다 \xa0 4.깨닫다']"
110,太
111,"['[ tài ]', '1.지나치게 \xa0 2.아주']"
112,该
113,"['[ gāi ]', '1.…해야 한다 \xa0 2.…의 차례다 \xa0 3.당연하다 \xa0 4.아마 …겠다']"
114,当
115,"['[ dāng ]', '1.…를 향하다 \xa0 2.당연히 …해야 하다 \xa0 3.지키다 \xa0 4.서로 걸맞다']"
116,经
117,"['[ jīng ]', '1.날실 \xa0 2.경맥 \xa0 3.경도 \xa0 4.경영하다']"
118,妈
119,"['[ mā ]', '1.엄마 \xa0 2.부모와 같은 항렬인 기혼 여성을 부르는 말']"
120,用
121,"['[ yòng ]', '1.쓰다 \xa0 2.비용 \xa0 3.쓸모 \xa0 4.필요하다']"
122,打
123,"['[ dǎ ]', '1.때리다 \xa0 2.깨뜨리다 \xa0 3.구타하다 \xa0 4.남과 관련되는 행위를 하다']"
124,地
125,地
126,"['[ zài ]', '1.재차 \xa0 2.다시 나타나다 \xa0 3.다시 \xa0 4.두 번']"
127,再
128,"['[ yīn ]', '1.따르다 \xa0 2.의거하다 \xa0 3.연유 \xa0 4.…때문에']"
129,因
130,"['[ ‧ne ]', '1.의문문의 끝에 써서 의문의 어기를 나타냄 \xa0 2.의문 조사와 결합하여 사용됨']"
131,呢
132,"['[ nǚ ]', '1.여자 \xa0 2.딸 \xa0 3.여성 \xa0 4.작고 어린 것']"
133,女
134,"['[ gào ]', '1.말하다 \xa0 2.고발하다 \xa0 3.청구하다 \xa0 4.표명하다']"
135,告
136,"['[ zuì ]', '1.가장 \xa0 2.최고 \xa0 3.쭈이']"
137,最
138,"['[ shǒu ]', '1.손 \xa0 2.잡다 \xa0 3.간편하다 \xa0 4.직접']"
139,手
140,"['[ qián ]', '1.앞으로 나아가다 \xa0 2.앞 \xa0 3.전 \xa0 4.전임']"
141,前
142,"['[ zhǎo ]', '1.찾다 \xa0 2.찾아가다 \xa0 3.자초하다 \xa0 4.부족한 것을 채우다']"
143,找
144,"['[ xíng ]', '1.걷다 \xa0 2.길 \xa0 3.여행 \xa0 4.이동식의']"
145,行
146,"['[ kuài ]', '1.빠르다 \xa0 2.속도 \xa0 3.빨리 \xa0 4.곧']"
147,快
148,"['[ ér ]', '1.같은 종류의 단어 또는 문을 접속함 \xa0 2.…고 \xa0 3.…지만']"
149,而
150,"['[ sǐ ]', '1.죽다 \xa0 2.그치다 \xa0 3.필사적으로 \xa0 4.…해 죽겠다']"
151,死
152,"['[ xiān ]', '1.앞 \xa0 2.앞서 가다 \xa0 3.먼저 \xa0 4.조상']"
153,先
154,"['[ xiàng ]', '1.본뜬 형상 \xa0 2.상 \xa0 3.닮다 \xa0 4.마치 …와 같다']"
155,像
156,"['[ děng ]', '1.등급 \xa0 2.종류 \xa0 3.대등하다 \xa0 4.戥']"
157,等
158,"['[ bèi ]', '1.이불 \xa0 2.덮다 \xa0 3.받다 \xa0 4.입다']"
159,被
160,"['[ cóng ]', '1.좇다 \xa0 2.순종하다 \xa0 3.종사하다 \xa0 4.어떤 방침이나 태도를 취하다']"
161,从
162,"['[ míng ]', '1.밝다 \xa0 2.명백하다 \xa0 3.공개적이다 \xa0 4.시력이 좋다']"
163,明
164,"['[ zhōng ]', '1.한가운데 \xa0 2.중급 \xa0 3.안 \xa0 4.중개인']"
