,0
75,"['[ biàn ]', '1.바뀌다 \xa0 2.…로 바뀌다 \xa0 3.변하게 하다 \xa0 4.현금화하다']"
76,证
77,"['[ zhèng ]', '1.증명하다 \xa0 2.증거 \xa0 3.병상']"
78,物
79,"['[ wù ]', '1.물건 \xa0 2.다른 사람 \xa0 3.내용']"
80,员
81,"['[ yuán ]', '1.어떤 분야에 종사하고 있는 사람 \xa0 2.단체의 구성원 \xa0 3.명 \xa0 4.폭']"
82,总
83,"['[ zǒng ]', '1.총괄하다 \xa0 2.전부의 \xa0 3.총괄적인 \xa0 4.늘']"
84,嗅
85,"['[ xiù ]', '1.냄새를 맡다 \xa0 2.후각']"
86,系
87,"['[ xì ]', '1.계통 \xa0 2.학과 \xa0 3.계 \xa0 4.맺다']"
88,\
89,\
90,"['[ jǐ ]', '1.몇 \xa0 2.얼마나 \xa0 3.매우']"
91,几
92,"['[ guǎn ]', '1.관악기 \xa0 2.관 \xa0 3.붓 같은 원통형의 물건을 세는 단위 \xa0 4.담당하다']"
93,管
94,"['[ wán ]', '1.놀다 \xa0 2.쓰다 \xa0 3.업신여기다 \xa0 4.구경하다']"
95,玩
96,"['[ chǔ ]', '1.살다 \xa0 2.놓여 있다 \xa0 3.함께 지내다 \xa0 4.처하다']"
97,处
98,"['[ bàn ]', '1.하다 \xa0 2.창설하다 \xa0 3.구입하다 \xa0 4.준비하다']"
