,0
0,制
1,"['[ zhì ]', '1.제조하다 \xa0 2.제정하다 \xa0 3.제지하다 \xa0 4.제도']"
2,文
3,"['[ wén ]', '1.문자 \xa0 2.언어 \xa0 3.문장 \xa0 4.문언문']"
4,探
5,"['[ tàn ]', '1.찾다 \xa0 2.정찰하다 \xa0 3.정찰에 종사하는 사람 \xa0 4.찾아가다']"
6,丽
7,"['[ lì ]', '1.아름답다 \xa0 2.붙다 \xa0 3.연결되다 \xa0 4.성']"
8,释
9,"['[ shì ]', '1.해석하다 \xa0 2.풀다 \xa0 3.석방하다 \xa0 4.놓다']"
