,0,1,2,3,4
11,打扰,['[ dǎrǎo ]'],"['打', '扰']","['#/entry/zhko/88cfc034355e47288f1845fed72db7a1', '#/entry/zhko/2eb2a32a4fad4ec2914b6585efdde103']",
12,收藏,['[ shōuzàng ]'],"['收', '藏']","['#/entry/zhko/90a462917c9342febad7c6c7885e184f', '#/entry/zhko/d4c1a75e0d25431fa8c8652bdd24b67b']",
13,耐用,['[ nàiyòng ]'],"['耐', '用']","['#/entry/zhko/29d3749830284a78ba98b54a93df9138', '#/entry/zhko/35ad766ac838429898603b4fb430763f']",1.내용하다   2.견디다   3.질기다   4.오래가다
14,领会,['[ lǐnghuì ]'],"['领', '会']","['#/entry/zhko/8afb667069514c2a848ce5a863058204', '#/entry/zhko/3ddbcc9e13a1471ca57c764c1fb22c4f']",1.깨닫다   2.이해하다   3.파악하다   4.납득하다
15,呼唤,['[ hūhuàn ]'],"['呼', '唤']","['#/entry/zhko/34b41380851d4b688c07c0dd5e46634d', '#/entry/zhko/a3d0dcfa3aa548d899c0545cb81bf637']",1.부르다   2.외치다   3.시키다
16,报警,['[ bào//jǐng ]'],"['报', '警']","['#/entry/zhko/1c04684e8c1d4e858cdee0e5d920993b', '#/entry/zhko/e776ec16183e4113ac2360d040278f3c']",1.경찰에 긴급 사태를 알리다   2.报警察   3.경보
17,镜头,['[ jìngtóu ]'],"['镜', '头']","['#/entry/zhko/855167408e8c460993a6b8eb492e6de1', '#/entry/zhko/c1c5fbc9371b4cef9b54c057890a5040']",1.렌즈   2.커트 신   3.장면   4.스틸
18,生效,['[ shēng//xiào ]'],"['生', '效']","['#/entry/zhko/df5ba42276cf49968bc88517db7d146f', '#/entry/zhko/74e2a116219b4d808f453bafa4cedbb3']",1.효력이 발생하다   2.효과를 내다
19,持续,['[ chíxù ]'],"['持', '续']","['#/entry/zhko/0f117cc771f042d2a45246f8c4f3aab4', '#/entry/zhko/e4a23911cbf7442e833f6a129842c0b7']",1.지속하다   2.계속 유지하다
20,历史,['[ lìshǐ ]'],"['历', '史']","['#/entry/zhko/3abb40f7ba8f4ca6a0b49a7ef4d9fecf', '#/entry/zhko/0ac321215e8a4755a6ffe2ec26d5cf81']",1.역사   2.이력   3.과거의 사실   4.과거 사실의 기록
21,星期,['[ xīngqī ]'],"['星', '期']","['#/entry/zhko/3991a2a5344e40cbb91d4b08c3e36e26', '#/entry/zhko/3a82f9811cfa414c8b8f8750d30bb0b4']",1.주   2.요일   3.‘星期日’의 준말
22,青少年,['[ qīngshàonián ]'],"['青', '少', '年']","['#/entry/zhko/2d6949720fef446ea2cb08d34fcc8920', '#/entry/zhko/2bfa34bfb0f142f98019d39a79dde93a', '#/entry/zhko/7e65b2b7276c485b91c3f47f52abbfd2']",
23,能源,['[ néngyuán ]'],"['能', '源']","['#/entry/zhko/1e586ecf22a9432885968e1c4cd9f183', '#/entry/zhko/af8244f288a24e30b26ea5ea8f6b29e4']",
24,显得,['[ xiǎn‧de ]'],"['显', '得']","['#/entry/zhko/ab1c55da55354648a02bbd384c0413b5', '#/entry/zhko/9cadf27e754b4386af3c98c9167ae60c']",1.드러나다   2.…하게 보이다   3.…인 것처럼 보이다   4.분명히 …이다
25,时尚,['[ shíshàng ]'],"['时', '尚']","['#/entry/zhko/35d9a75c775941d6b00f2c0abf0299d8', '#/entry/zhko/48d48ac90b874834b9fdce0a5d045aa4']",1.당시의 풍조   2.시대적 풍모
26,管理,['[ guǎnlǐ ]'],"['管', '理']","['#/entry/zhko/1daca4fddbe14edf86d0f5f4359796a2', '#/entry/zhko/024d210665774d08bd6a3141e1781ab4']",1.관리   2.감독   3.보존 관리
27,对于,['[ duìyú ]'],"['对', '于']","['#/entry/zhko/cc44d0a3a30c42a997f517ffe64586e5', '#/entry/zhko/3ffe9f569b8e4f98b5ba79f1e05e1c76']",1.동사가 가리키는 동작·작용이 향하는 대상을 가리킴   2.동사의 목적어가 되는 것은 주로 동작 명사로 의미상 그 동작·작용이 향하는 대상을 가리킴
28,盈利,['[ yínglì ]'],"['盈', '利']","['#/entry/zhko/18b81441eb0e4e14ac8da9d02ac3708f', '#/entry/zhko/2600c66d0bd24618a37827decfbec984']",
29,职能,['[ zhínéng ]'],"['职', '能']","['#/entry/zhko/cca68762d57445a1aaaf8a1cf7e0c14e', '#/entry/zhko/1e586ecf22a9432885968e1c4cd9f183']",1.직능   2.기능   3.공능   4.효용
30,幅度,['[ fúdù ]'],"['幅', '度']","['#/entry/zhko/d19954d0e23c4cc6a48e09832a68ad8f', '#/entry/zhko/685d498d745145caa340b17abb2a1457']",1.정도   2.폭   3.{비유} 사물의 변동 폭
31,普通话,['[ pǔtōnghuà ]'],"['普', '通', '话']","['#/entry/zhko/a9de0339022944d68146f01f6c0bbb29', '#/entry/zhko/1d819fa80f554ed98d2f98fa6921a285', '#/entry/zhko/4869e529f7114dac851c1e1f269004e7']",
32,保重,['[ bǎozhòng ]'],"['保', '重']","['#/entry/zhko/1df0943da1eb40b68943979f8889e72c', '#/entry/zhko/2c018f1ae84c4d348618d9cecfce75fb']",1.보중하다   2.건강에 주의하다   3.몸조심하다
33,端正,['[ duānzhèng ]'],"['端', '正']","['#/entry/zhko/7af05f6d44874e51bd399243a76caa06', '#/entry/zhko/51c5decf26b24015b0c57b83c1881525']",1.단정하다   2.바르다   3.바르게 하다
34,及早,['[ jízǎo ]'],"['及', '早']","['#/entry/zhko/712df5b8c9af486685249249ac07706e', '#/entry/zhko/0a8c479e8ba5461191f6051e09f7036f']",1.빨리   2.일찍   3.일찌감치
35,国王,['[ guówáng ]'],"['国', '王']","['#/entry/zhko/adfd96a8f127463db3470cc6bf89387c', '#/entry/zhko/a26b5678ff0b42d192c5ce82b5c6d275']",
36,开采,['[ kāicǎi ]'],"['开', '采']","['#/entry/zhko/e6e76b146dd644b494cde29a7d4b650c', '#/entry/zhko/48269a1314784a02aa8e13f883706bde']",1.채굴하다   2.발굴하다   3.개발하다
37,汇报,['[ huìbào ]'],"['汇', '报']","['#/entry/zhko/de83874222ae40a8ba66921955355f22', '#/entry/zhko/1c04684e8c1d4e858cdee0e5d920993b']",1.상황을 종합하여 상급자 또는 대중에게 보고하다   2.보고
38,先前,['[ xiānqián ]'],"['先', '前']","['#/entry/zhko/44f90139b3074d16bcb56b4a06b6e609', '#/entry/zhko/0c5bd1f22a9d4f96ade70c78437fd8ec']",1.이전   2.앞서   3.종전
39,况且,['[ kuàngqiě ]'],"['况', '且']","['#/entry/zhko/86e4c48e3b0b43c0aa8cef6c222363b5', '#/entry/zhko/9880d44ccdb74399a4e3ebf5f0b35b21']",1.하물며   2.게다가   3.더구나
40,反馈,['[ fǎnkuì ]'],"['反', '馈']","['#/entry/zhko/a3b285276b8c4146bee3a779012a4d79', '#/entry/zhko/069a50172e7e4a6aa002e5902cb4ba29']",1.귀환   2.피드백 제어   3.되돌아오다
41,液体,['[ yètǐ ]'],"['液', '体']","['#/entry/zhko/65f220c5dbde40739d65f0af3c542517', '#/entry/zhko/94c4fd5180f44979914aadbcd41aa173']",
42,跑步,['[ pǎobù ]'],"['跑', '步']","['#/entry/zhko/d73bedce05854ca695df51cb2f55e26a', '#/entry/zhko/50f7baec342e406e95d513e75eda06c1']",1.달리기   2.구보를 하다   3.구보
43,资助,['[ zīzhù ]'],"['资', '助']","['#/entry/zhko/e827755cc58040e196deefbc57fff2fd', '#/entry/zhko/c5724234c96e4f188c301e1879248968']",
44,情绪,['[ qíng‧xù ]'],"['情', '绪']","['#/entry/zhko/7a307c868529427c827e1a4905eba9fc', '#/entry/zhko/61add07e95f5437abc82f2cedd511e11']",1.정서   2.기분   3.불쾌한 감정   4.우울
45,乐观,['[ lèguān ]'],"['乐', '观']","['#/entry/zhko/f5a53865d01e4932a4c6e78597611363', '#/entry/zhko/685508d9dd5a470e8353e6ae8576db45']",1.낙관   2.낙관적
46,大意,['[ dàyì ]'],"['大', '意']","['#/entry/zhko/a60d72975e664c489f34a8e336614bfb', '#/entry/zhko/00087d1e231a40dbbfb2843b5f0b9867']",1.대의   2.큰 뜻   3.대지
47,感激,['[ gǎn‧jī ]'],"['感', '激']","['#/entry/zhko/a113c0e990fe49afb40b6ca5b602e8ed', '#/entry/zhko/2bcedcb9557d44d2b7d636ea6fc6aae8']",1.감격   2.감사하다   3.격하다
48,境界,['[ jìngjiè ]'],"['境', '界']","['#/entry/zhko/80fbbf380c3443f49273b7a565a058cc', '#/entry/zhko/de3be65e00a346319e7bae57e71b05bc']",1.경계   2.경지
49,进化,['[ jìnhuà ]'],"['进', '化']","['#/entry/zhko/f7d3c7a2f2d04134895ce5db1f52d9b6', '#/entry/zhko/2e7b557f94c648afaf391d33a4a8e5b1']",
50,厘米,['[ límǐ ]'],"['厘', '米']","['#/entry/zhko/abba58ec558e4e6bb469e261d535941d', '#/entry/zhko/0d444fb28bd841f2b2a648d3f674a8d9']",
51,帮助,['[ bāngzhù ]'],"['帮', '助']","['#/entry/zhko/fed9c4c4f8f14109b5c8e8346cadcbc3', '#/entry/zhko/c5724234c96e4f188c301e1879248968']",1.돕다   2.원조하다   3.도움   4.원조
52,内在,['[ nèizài ]'],"['内', '在']","['#/entry/zhko/155d26854b3048c8897e8f7f155c3862', '#/entry/zhko/c2e396cc63d0460dbb2cfc0a315b0cf1']",1.내재   2.내재하는   3.내재적인
53,讲座,['[ jiǎngzuò ]'],"['讲', '座']","['#/entry/zhko/bd3fb53e411345a6b27517b9df6d56f7', '#/entry/zhko/8428c4e42d814c1fad10bf2f29dbacba']",
54,清晨,['[ qīngchén ]'],"['清', '晨']","['#/entry/zhko/64f7e8bbf06547b4b50318f78d6a8c28', '#/entry/zhko/e8daf0ec58f047b5a0434264a0d6b70a']",1.새벽녘   2.동틀 무렵   3.이른 아침
55,本事,['[ běnshì ]'],"['本', '事']","['#/entry/zhko/66a63792edea4caea54c9fc9e3d168e9', '#/entry/zhko/458a9430bb7645a68b1529dfde8dbae5']",
56,不管,['[ bùguǎn ]'],"['不', '管']","['#/entry/zhko/8f5c09bedf324bc49d1b4f4e590ff8e8', '#/entry/zhko/1daca4fddbe14edf86d0f5f4359796a2']",1.관계하지 않다   2.돌보지 않다   3.…에 관계없이   4.…을 막론하고
57,破坏,['[ pòhuài ]'],"['破', '坏']","['#/entry/zhko/c98d199c516e409b85c88a66a761c4af', '#/entry/zhko/29ba0c9e06c1494599b25cb0cccfd939']",1.훼손하다   2.타파하다   3.위반하다   4.파괴하다
58,人口,['[ rénkǒu ]'],"['人', '口']","['#/entry/zhko/7f6ef11496e949fe8aef2de9bc4944a3', '#/entry/zhko/b5c5253a468b416aaea8cb70ad81ce43']",1.인구   2.식구   3.인신   4.사람의 입
59,太阳,['[ tàiyáng ]'],"['太', '阳']","['#/entry/zhko/5ebbb92d28cb44cd82b6101efc472ce5', '#/entry/zhko/3cd5a1d3db434f0bbfd6a0663487fa1c']",1.태양   2.햇빛   3.‘太阳穴’의 준말   4.태양경
60,共计,['[ gòngjì ]'],"['共', '计']","['#/entry/zhko/838a2f74c1d44f6498a62d10a717dfe5', '#/entry/zhko/f380319350dd4fe6b2a7932918a8787d']",1.합계   2.도합   3.함께 계획하다
61,维生素,['[ wéishēngsù ]'],"['维', '生', '素']","['#/entry/zhko/487e1ab8bbf143a0903e6cb0fb209a85', '#/entry/zhko/df5ba42276cf49968bc88517db7d146f', '#/entry/zhko/573682caab0c4d7cb6a61fc837f6e4dc']",
62,表扬,['[ biǎoyáng ]'],"['表', '扬']","['#/entry/zhko/2c06930f0e804d66bc79a255741dbc5a', '#/entry/zhko/b624321bb9a04f6c86ef19b8248bb859']",1.표창   2.표양
63,化肥,['[ huàféi ]'],"['化', '肥']","['#/entry/zhko/2e7b557f94c648afaf391d33a4a8e5b1', '#/entry/zhko/fd5a5d8513cb4466a859aba53d8a1f3c']",
64,埋没,['[ máimò ]'],"['埋', '没']","['#/entry/zhko/e542620c8c2b4e898d3d6a43eddb375e', '#/entry/zhko/364170246f434d59924145c974500630']",1.매몰하다   2.묻다   3.드러나지 않게 하다   4.재능을 발휘하지 못하게 하다
65,承包,['[ chéngbāo ]'],"['承', '包']","['#/entry/zhko/aa8eac830d094e578d2463909937545e', '#/entry/zhko/4f1b371768524d188c86acdded2d0230']",1.청부 맡다   2.도급 맡다   3.‘承包经营责任制’의 간칭
66,精益求精,['[ jīng yì qiú jīng ]'],"['精', '益', '求', '精']","['#/entry/zhko/9e4a0b1d3cc24ca595707f989669f87f', '#/entry/zhko/a4728f097cee4792a9a5b36f528e8e05', '#/entry/zhko/131916c3fe77442bba61d71fc7f2fab0', '#/entry/zhko/9e4a0b1d3cc24ca595707f989669f87f']",1.훌륭한데도 더 훌륭하게 하려 하다   2.더 잘하려고 애쓰다   3.더 깊이 연마하다
67,绅士,['[ shēnshì ]'],"['绅', '士']","['#/entry/zhko/50a6a5cd241c444c9740ca590137bf91', '#/entry/zhko/852e74f8645344e09a460b387007a7f6']",1.유력 인사   2.명사   3.세도가   4.신사
68,观光,['[ guānguāng ]'],"['观', '光']","['#/entry/zhko/685508d9dd5a470e8353e6ae8576db45', '#/entry/zhko/8baeb4ec566c4b31ba1e894df2dcffda']",1.관광하다   2.참관하다   3.견학하다
69,始终,['[ shǐzhōng ]'],"['始', '终']","['#/entry/zhko/b8c76e5ac6be44e4855d04b0bc57a3d7', '#/entry/zhko/f318bc558e1d4fbca5bc536599592324']",1.시종   2.시말   3.처음부터 한결같이   4.언제나
70,行业,['[ hángyè ]'],"['行', '业']","['#/entry/zhko/d1e4bfe1b2974a07809257483076f6a8', '#/entry/zhko/1cd004b766cb4d69bf16714dadaf16e7']",1.업무   2.직업
71,精力,['[ jīnglì ]'],"['精', '力']","['#/entry/zhko/9e4a0b1d3cc24ca595707f989669f87f', '#/entry/zhko/ef580c45890f49fb84666255304b0348']",
72,成功,['[ chénggōng ]'],"['成', '功']","['#/entry/zhko/9e2e167d35e84052b0c22382b414d197', '#/entry/zhko/5142f7fc197c4d13a0aae0c037ab3fd4']",1.성공   2.성공적이다   3.…이 되다
73,不如,['[ bùrú ]'],"['不', '如']","['#/entry/zhko/8f5c09bedf324bc49d1b4f4e590ff8e8', '#/entry/zhko/dcfc48c8b4a34043b3027272ba395653']",1.…만 못하다   2.…하는 편이 낫다
74,完毕,['[ wánbì ]'],"['完', '毕']","['#/entry/zhko/bd3c762e7f7a46a9bc7e91228d1854c2', '#/entry/zhko/df70da8f969a4bc6ada9bb4ab89b4e9c']",1.끝나다   2.끝내다   3.종료하다
75,靠拢,['[ kào//lǒng ]'],"['靠', '拢']","['#/entry/zhko/6dddfb321ea04768affaae87184b45d8', '#/entry/zhko/2d794b4a77594445a0917aa561cadd05']",1.가까이 다가서다   2.접근하다   3.밀집하다   4.밀집 대형을 취하다
76,接着,['[ jiē//zhāo ]'],"['接', '着']","['#/entry/zhko/2fce901ec54543a6a4e17546067dfcbd', '#/entry/zhko/7de31ec1ad4a40b6bd3785966e87dc4a']",
77,救护车,['[ jiùhùchē ]'],"['救', '护', '车']","['#/entry/zhko/56dc217e21264654a53d3db0f3e38d88', '#/entry/zhko/a0d1fc8330cb4381aba211b9c71b0ec8', '#/entry/zhko/213d15706f6042a3b8002524f9756c6e']",
78,可怜,['[ kělián ]'],"['可', '怜']","['#/entry/zhko/6339d6947a904ab6b1afdf285dcbeac8', '#/entry/zhko/265f7914ca684668b8f4b46f24379fce']",1.가련하다   2.동정하다   3.볼품없다
79,证件,['[ zhèngjiàn ]'],"['证', '件']","['#/entry/zhko/9c0625cda066435fa30f88e09f88aba9', '#/entry/zhko/fc5565166ad24f70b647e9eb89e026e2']",1.증서   2.증명서   3.증거서류
80,举足轻重,['[ jǔ zú qīng zhòng ]'],"['举', '足', '轻', '重']","['#/entry/zhko/9671497104e5467c984e0a3e2eb7590e', '#/entry/zhko/cb3d126ce24b4a5c80a254b89ed2c12d', '#/entry/zhko/4ac930b227d44e529a5a445919bfe6e5', '#/entry/zhko/2c018f1ae84c4d348618d9cecfce75fb']",
81,包子,['[ bāo‧zi ]'],"['包', '子']","['#/entry/zhko/4f1b371768524d188c86acdded2d0230', '#/entry/zhko/afc0a77247e74dfcb69171bfffd2bc5a']",1.만두   2.레이들
82,当面儿,['[ dāng//miàn(r) ]'],"['当', '面', '儿']","['#/entry/zhko/8b6cd91e7b294be9952aca6619aa9fe7', '#/entry/zhko/058af9e47216414db5e45ee9dc8f578f', '#/entry/zhko/2e54c2a8f93c464192be8615d6c66a0a']",1.마주보다   2.직접 맞대다
83,注意,['[ zhù//yì ]'],"['注', '意']","['#/entry/zhko/0b5c63df7e694d25a75233936dd6e0c2', '#/entry/zhko/00087d1e231a40dbbfb2843b5f0b9867']",1.주의하다   2.조심하다   3.주의   4.조심
84,装饰,['[ zhuāngshì ]'],"['装', '饰']","['#/entry/zhko/14a45f62eefd440f8280bf9ea6efcf86', '#/entry/zhko/f6ae015c969843d995175213d8d0a3b8']",1.치장하다   2.장식하다   3.장식
85,打交道,['[ dǎ jiāo‧dao ]'],"['打', '交', '道']","['#/entry/zhko/88cfc034355e47288f1845fed72db7a1', '#/entry/zhko/5c8b1a9e6d474c23a71b4bfbb0271e75', '#/entry/zhko/2542366336044a2f810c8fd2d69b7859']",1.왕래하다   2.접촉하다   3.교제하다   4.사귀다
86,打印,['[ dǎ//yìn ]'],"['打', '印']","['#/entry/zhko/88cfc034355e47288f1845fed72db7a1', '#/entry/zhko/bf8f3465ccf94c0a977ab8c44aa6fd30']",1.도장을 찍다   2.날인하다
87,果断,['[ guǒduàn ]'],"['果', '断']","['#/entry/zhko/d26a0a936d9b4b589215e4cc7528c190', '#/entry/zhko/4b3cfaf17ff1492582c249b71914c201']",
88,激发,['[ jīfā ]'],"['激', '发']","['#/entry/zhko/2bcedcb9557d44d2b7d636ea6fc6aae8', '#/entry/zhko/90dde58de4ac43d8a7b44106573447ed']",1.불러일으키다   2.끓어오르게 하다   3.분발시키다   4.여기
89,客人,['[ kè‧rén ]'],"['客', '人']","['#/entry/zhko/8ee55bffb31d405d8341696369513d23', '#/entry/zhko/7f6ef11496e949fe8aef2de9bc4944a3']",1.손님   2.여객   3.행상
90,日期,['[ rìqī ]'],"['日', '期']","['#/entry/zhko/578aeeec1ed949d193d0549fa00bad7f', '#/entry/zhko/3a82f9811cfa414c8b8f8750d30bb0b4']",1.날짜   2.기간
91,克制,['[ kèzhì ]'],"['克', '制']","['#/entry/zhko/6ed87de542b74131b9842c5799a07a13', '#/entry/zhko/187dade72a9d4097bc185e245637dc96']",1.자제   2.억제
92,装备,['[ zhuāngbèi ]'],"['装', '备']","['#/entry/zhko/14a45f62eefd440f8280bf9ea6efcf86', '#/entry/zhko/f2122197d30f4f308765f42038b1e672']",1.장비   2.장치   3.설비
93,抵达,['[ dǐdá ]'],"['抵', '达']","['#/entry/zhko/36de6a2f92ea4d1b9f5c9afcd14c0472', '#/entry/zhko/9a5030a0f0e14d9d864583d81cb3f01e']",1.도달   2.도착
94,饮料,['[ yǐnliào ]'],"['饮', '料']","['#/entry/zhko/cde3863e52914d67b137a085bc279e6d', '#/entry/zhko/5c3b750042c543c3be66524138147444']",
95,补救,['[ bǔjiù ]'],"['补', '救']","['#/entry/zhko/2db1226d816f43f59a0d0b94442ce960', '#/entry/zhko/56dc217e21264654a53d3db0f3e38d88']",1.구제하다   2.보완하다   3.고치다
96,重视,['[ zhòngshì ]'],"['重', '视']","['#/entry/zhko/2c018f1ae84c4d348618d9cecfce75fb', '#/entry/zhko/b23f6d4c4f6447769cc49087276701f6']",1.중시   2.중요시
97,过程,['[ guòchéng ]'],"['过', '程']","['#/entry/zhko/5536d41f42d24ab9a5d3024babd1ff9e', '#/entry/zhko/4a213e3bbf3a4442b259259d91484e34']",
98,历来,['[ lìlái ]'],"['历', '来']","['#/entry/zhko/3abb40f7ba8f4ca6a0b49a7ef4d9fecf', '#/entry/zhko/f58c7f65ac2242b491268f4a4b6a831d']",1.종래로   2.예로부터   3.여태까지   4.역대로
99,虚心,['[ xūxīn ]'],"['虚', '心']","['#/entry/zhko/130a5c1bfcfa466ea715ef23ead56b99', '#/entry/zhko/d504e2395ba74a8abc2aaa1413196690']",1.허심하다   2.겸허하다
100,依托,['[ yītuō ]'],"['依', '托']","['#/entry/zhko/976f9b4b0ab240739681a1861a52e73e', '#/entry/zhko/db15d8ff609e43e8a9974a09fbd55d66']",1.의지할 곳   2.의지   3.빌다   4.빌리다
101,往常,['[ wǎngcháng ]'],"['往', '常']","['#/entry/zhko/922fd440ff904ca5ae76a7e67b5afb83', '#/entry/zhko/1e2aa193737a48d9a4df14ea3658a414']",1.평소   2.평상시
102,灵活,['[ línghuó ]'],"['灵', '活']","['#/entry/zhko/a7195ef48e724c2a86b04346840f3892', '#/entry/zhko/144431af99874b25a272d3b6a6f8fde6']",1.민첩하다   2.융통성이 있다   3.원활하다
103,停滞,['[ tíngzhì ]'],"['停', '滞']","['#/entry/zhko/4131aede5fd94cd29e9751596a714699', '#/entry/zhko/df77ac5ddf9344c6b15cfa6711d6f4e1']",1.정체되다   2.막히다   3.침체하다
104,试卷,['[ shìjuàn ]'],"['试', '卷']","['#/entry/zhko/622985a86a874a2ab4327d5c3fd2217e', '#/entry/zhko/a9fee12618ab435ba1859db1b8bd14ee']",
105,因为,['[ yīn‧wèi ]'],"['因', '为']","['#/entry/zhko/5ccccda74ef94af0ba18db5412957979', '#/entry/zhko/6a9aff7f56a34cdda123aa411c1d70a8']",1.…때문에   2.…에 의하여   3.왜냐하면
106,射击,['[ shèjī ]'],"['射', '击']","['#/entry/zhko/f9452c5f20534413bc1f0f98107025ea', '#/entry/zhko/a566e1a5cc104aa2881afc33f9ea3a6f']",1.사격   2.사격 경기
107,女士,['[ nǚshì ]'],"['女', '士']","['#/entry/zhko/edded3f892434c5eb03ba3cd998aab9c', '#/entry/zhko/852e74f8645344e09a460b387007a7f6']",1.학식 있는 여자   2.숙녀   3.부인   4.여사
108,奥秘,['[ àomì ]'],"['奥', '秘']","['#/entry/zhko/6af45ae8f4234f889dfcdb3434a7b4b9', '#/entry/zhko/b67a8cc7682a4a69b428304f50750b7c']",1.오의   2.오지   3.매우 깊은 뜻   4.깊고 신비하다
109,上游,['[ shàngyóu ]'],"['上', '游']","['#/entry/zhko/e67ed72dbab2447f84f4f4bdc586a063', '#/entry/zhko/3a2c6b83661d4deaaae10e67885a9bf5']",1.상류   2.앞선 목표나 수준   3.원재료 생산
110,连忙,['[ liánmáng ]'],"['连', '忙']","['#/entry/zhko/21640b71a79442f18990310912accfba', '#/entry/zhko/872c5684751f469d937cc408785f489e']",1.얼른   2.급히   3.바삐   4.분주히
111,作用,['[ zuòyòng ]'],"['作', '用']","['#/entry/zhko/3c728e6d15284391bdaf7f48b432c2f4', '#/entry/zhko/35ad766ac838429898603b4fb430763f']",1.작용하다   2.작용   3.용의
112,城市,['[ chéngshì ]'],"['城', '市']","['#/entry/zhko/321b50ac0cbe47c6ace64ae62f1c4bcc', '#/entry/zhko/2160098d9ee440169eb5a4089a9bb125']",
113,运算,['[ yùnsuàn ]'],"['运', '算']","['#/entry/zhko/bdbf5ed4a9f4448bbe2b7a21bfe7da88', '#/entry/zhko/94802156829a400f9bdd4101a40a2061']",1.운산   2.연산
114,不敢当,['[ bù gǎndāng ]'],"['不', '敢', '当']","['#/entry/zhko/8f5c09bedf324bc49d1b4f4e590ff8e8', '#/entry/zhko/c67b973664b3487a84dcfda03585b69d', '#/entry/zhko/8b6cd91e7b294be9952aca6619aa9fe7']",1.감당하기 어렵다   2.별말씀을 다 하십니다   3.천만의 말씀입니다   4.황송합니다
115,除夕,['[ chúxī ]'],"['除', '夕']","['#/entry/zhko/ff7419492faf45c9b0e070fd0ac91df3', '#/entry/zhko/82965be186c74e18a54640161d28ecde']",
116,棍棒,['[ gùnbàng ]'],"['棍', '棒']","['#/entry/zhko/022dc97f33fe4201a937ea725f3e13a9', '#/entry/zhko/3d838b17ac5d4fb3a81b3eeb2284d22a']",1.옛날 무기용 방망이   2.곤봉
117,预报,['[ yùbào ]'],"['预', '报']","['#/entry/zhko/2d3f4b7511b34426b8e52a689e91e7d7', '#/entry/zhko/1c04684e8c1d4e858cdee0e5d920993b']",
118,搜索,['[ sōusuǒ ]'],"['搜', '索']","['#/entry/zhko/637da340850943c8905d876c82b023d9', '#/entry/zhko/3c362fcc72304cc59c336789b63debf3']",1.수색하다   2.수사하다   3.자세히 뒤지다   4.수색
119,放暑假,['[ fàngshǔjià ]'],"['放', '暑', '假']","['#/entry/zhko/812b73cfb40b494ca9edfa2b36b583ae', '#/entry/zhko/d2285b620392414584113aa4850059a9', '#/entry/zhko/1e5849f97b8740438f02f717c8abe98f']",1.여름 방학을 하다   2.하계 방학을 하다
120,保障,['[ bǎozhàng ]'],"['保', '障']","['#/entry/zhko/1df0943da1eb40b68943979f8889e72c', '#/entry/zhko/a666d6615e114c8fb08161f58aaf9176']",1.보장하다   2.보증하다   3.보장   4.보증
121,连锁,['[ liánsuǒ ]'],"['连', '锁']","['#/entry/zhko/21640b71a79442f18990310912accfba', '#/entry/zhko/99e021001bf844dcaca784435272b76c']",1.연쇄   2.연쇄하다   3.인터록
