,0
71,"['[ qīng ]', '1.경량이다 \xa0 2.적다 \xa0 3.작다 \xa0 4.가뿐하다']"
72,连
73,"['[ lián ]', '1.잇다 \xa0 2.계속하여 \xa0 3.합하다 \xa0 4.중대']"
74,往
75,"['[ wǎng ]', '1.가다 \xa0 2.향하다 \xa0 3.이전의 \xa0 4.…쪽으로']"
76,组
77,"['[ zǔ ]', '1.조직하다 \xa0 2.그룹 \xa0 3.조 \xa0 4.연작의']"
78,满
79,"['[ mǎn ]', '1.그득하다 \xa0 2.꽉 채우다 \xa0 3.다 차다 \xa0 4.온']"
80,造
81,"['[ zào ]', '1.만들다 \xa0 2.날조하다 \xa0 3.당사자 \xa0 4.농작물의 수확 또는 수확의 횟수']"
82,杯
83,"['[ bēi ]', '1.트로피 \xa0 2.잔']"
84,市
85,"['[ shì ]', '1.저자 \xa0 2.사다 \xa0 3.도시 \xa0 4.시']"
86,城
87,"['[ chéng ]', '1.성 \xa0 2.성 안 \xa0 3.도시 \xa0 4.축성하다']"
88,哇
89,"['[ wā ]', '1.앙앙 \xa0 2.왝 \xa0 3.꽥꽥 \xa0 4.퇴폐적인 음악']"
90,权
91,"['[ quán ]', '1.저울추 \xa0 2.무게를 달다 \xa0 3.권력 \xa0 4.권리']"
92,某
93,"['[ mǒu ]', '1.어느 \xa0 2.아무 \xa0 3.모 \xa0 4.아무개']"
94,激
95,"['[ jī ]', '1.일다 \xa0 2.병이 되다 \xa0 3.차게 하다 \xa0 4.흥분시키다']"
96,立
97,"['[ lì ]', '1.서다 \xa0 2.직립의 \xa0 3.건립하다 \xa0 4.제정하다']"
98,程
99,"['[ chéng ]', '1.법칙 \xa0 2.순서 \xa0 3.여정 \xa0 4.노정']"
