,0
41,"['[ qī ]', '1.처 \xa0 2.아내']"
42,嘛
43,"['[ ‧ma ]', '1.뚜렷한 사실을 강조할 때 쓰임 \xa0 2.吗(3) \xa0 3.인정하려는 어기를 나타냄']"
44,哈
45,"['[ hā ]', '1.하 하다 \xa0 2.아하 \xa0 3.하하']"
46,助
47,"['[ zhù ]', '1.돕다 \xa0 2.협조하다']"
48,达
49,"['[ dá ]', '1.통하다 \xa0 2.도달하다 \xa0 3.통달하다 \xa0 4.전달하다']"
50,海
51,"['[ hāi ]', '1.하하 \xa0 2.호호']"
52,待
53,"['[ dài ]', '1.우대하다 \xa0 2.접대하다 \xa0 3.기다리다 \xa0 4.필요로 하다']"
54,托
55,"['[ tuō ]', '1.받치다 \xa0 2.밀어 올리다 \xa0 3.깔다 \xa0 4.받침']"
56,除
57,"['[ chú ]', '1.없애다 \xa0 2.제외하다 \xa0 3.제하다 \xa0 4.제수하다']"
58,写
59,"['[ xiě ]', '1.글씨를 쓰다 \xa0 2.글을 짓다 \xa0 3.묘사하다 \xa0 4.그림을 그리다']"
60,绝
61,"['[ jué ]', '1.끊다 \xa0 2.다하다 \xa0 3.막히다 \xa0 4.숨이 끊어지다']"
62,界
63,"['[ jiè ]', '1.지경 \xa0 2.범위 \xa0 3.분야 \xa0 4.계']"
64,帝
65,"['[ dì ]', '1.하느님 \xa0 2.천자 \xa0 3.제국주의']"
66,姐
67,"['[ jiě ]', '1.누나 \xa0 2.친척 중의 같은 항렬로 나이가 자기보다 위인 여자를 부르는 칭호 \xa0 3.아씨']"
68,反
69,"['[ fǎn ]', '1.반대 의 \xa0 2.바꾸다 \xa0 3.돌아가다 \xa0 4.반항하다']"
70,担
71,"['[ dàn ]', '1.{전용} 책임 \xa0 2.‘市担’의 통칭 \xa0 3.짐']"
72,司
73,"['[ sī ]', '1.주관하다 \xa0 2.국 \xa0 3.성']"
74,亮
75,"['[ liàng ]', '1.밝다 \xa0 2.크고 맑다 \xa0 3.분명하다 \xa0 4.빛나다']"
76,抓
77,"['[ zhuā ]', '1.잡다 \xa0 2.긁다 \xa0 3.할퀴다 \xa0 4.붙들다']"
78,跳
79,"['[ tiào ]', '1.뛰다 \xa0 2.튀어 오르다 \xa0 3.움직이다 \xa0 4.건너뛰다']"
80,联
81,"['[ lián ]', '1.연결하다 \xa0 2.대련']"
82,混
83,"['[ hùn ]', '1.섞다 \xa0 2.남을 속이다 \xa0 3.그럭저럭 살아가다 \xa0 4.함부로']"
84,便
85,"['[ biàn ]', '1.편리하다 \xa0 2.편리한 때 또는 기회 \xa0 3.정식이 아닌 \xa0 4.똥·오줌·대소변']"
86,狗
87,"['[ gǒu ]', '1.개 \xa0 2.앞잡이 \xa0 3.아첨하고 떠받들다 \xa0 4.비위를 맞추다']"
88,脑
89,"['[ nǎo ]', '1.뇌 \xa0 2.두뇌 \xa0 3.우두머리 \xa0 4.물체에서 뽑아 낸 정화 부분']"
90,歌
91,"['[ gē ]', '1.노래 \xa0 2.노래를 부르다 \xa0 3.노래하다']"
92,精
93,"['[ jīng ]', '1.정제한 \xa0 2.정제한 것 \xa0 3.훌륭하다 \xa0 4.정밀하다']"
94,包
95,"['[ bāo ]', '1.싸다 \xa0 2.보자기 \xa0 3.포대 \xa0 4.포']"
96,转
97,"['[ zhuàn ]', '1.돌다 \xa0 2.맴돌다 \xa0 3.들르다 \xa0 4.알다']"
98,却
99,"['[ què ]', '1.후퇴하다 \xa0 2.물러나게 하다 \xa0 3.사절하다 \xa0 4.…해 버리다']"
