,0,1,2,3,4
0,熬夜,['[ áo//yè ]'],"['熬', '夜']","['#/entry/zhko/c3ea0abae7db4b1cad3b6491c34bc6ba', '#/entry/zhko/b123502ca91f47358b77584c54f06dd7']",1.밤새움하다   2.밤을 새다   3.밤을 새우다   4.올나이트하다
1,类似,['[ lèisì ]'],"['类', '似']","['#/entry/zhko/468fc8278e214f7db3203f1281944bc7', '#/entry/zhko/40fc9489d5d64cc59352591072fcecb1']",1.유사하다   2.비슷하다
2,支票,['[ zhīpiào ]'],"['支', '票']","['#/entry/zhko/3975904ecf534d5bafb4783c03f04527', '#/entry/zhko/b4588e2b52c0428cbfb0673c59c2ccdd']",
3,终究,['[ zhōngjiū ]'],"['终', '究']","['#/entry/zhko/f318bc558e1d4fbca5bc536599592324', '#/entry/zhko/bdbfd17d695e42aba0924295c7d993f4']",1.결국   2.필경
4,漂浮,['[ piāofú ]'],"['漂', '浮']","['#/entry/zhko/550e0279520c402ea470eed010b51598', '#/entry/zhko/7b194cc9f8f64f1293e076478eed66de']",1.떠돌다   2.둥둥 뜨다   3.빈둥거리다   4.겉날리다
5,自主,['[ zìzhǔ ]'],"['自', '主']","['#/entry/zhko/f95ad8ca11ab48e6bd41f6f424759210', '#/entry/zhko/0599518701e14c7fae5754b12f998396']",
6,主席,['[ zhǔxí ]'],"['主', '席']","['#/entry/zhko/0599518701e14c7fae5754b12f998396', '#/entry/zhko/2a9373618e2f4860aecf6e56d34b6b3f']",1.의장   2.주석   3.주인의 자리
7,冒犯,['[ màofàn ]'],"['冒', '犯']","['#/entry/zhko/82ca8d9019f84681b0a168d2d7698f3f', '#/entry/zhko/14abf2e1e1ff404c953590c589149113']",1.무례한 짓을 하다   2.상대방의 기분을 상하게 하다   3.실례하다   4.…을 당하다
8,间谍,['[ jiàndié ]'],"['间', '谍']","['#/entry/zhko/5d445144cd3b4ecca633d58e46a05bdf', '#/entry/zhko/d7ea219cf0e342d1a0c6afdece45e53e']",1.스파이   2.간첩질하다   3.이간시키다
9,别墅,['[ biéshù ]'],"['别', '墅']","['#/entry/zhko/11e9188b0638425d83d2595d4bb77216', '#/entry/zhko/0acfe933bf2542b2bf0030a5345725fc']",
10,加剧,['[ jiājù ]'],"['加', '剧']","['#/entry/zhko/e5e6a0f59d574177ae710ef8a1a49bd4', '#/entry/zhko/780cc45211c447dda87215206bf8c368']",1.격화하다   2.심해지다
11,丑恶,['[ chǒu’è ]'],"['丑', '恶']","['#/entry/zhko/73123aaea80644e6b082052323ccb118', '#/entry/zhko/9fbf898e63344a6782ec37efe9ed2976']",
12,因素,['[ yīnsù ]'],"['因', '素']","['#/entry/zhko/5ccccda74ef94af0ba18db5412957979', '#/entry/zhko/573682caab0c4d7cb6a61fc837f6e4dc']",1.구성 요소   2.원인   3.조건   4.요소
13,感慨,['[ gǎnkǎi ]'],"['感', '慨']","['#/entry/zhko/a113c0e990fe49afb40b6ca5b602e8ed', '#/entry/zhko/20adf8fe113642f9a600375a7b83eafe']",
14,立方,['[ lìfāng ]'],"['立', '方']","['#/entry/zhko/db5dbb1f328949578f5195a2d0d77d17', '#/entry/zhko/9f5bf388a498482e98b94a43fef10281']",1.입방   2.입방체의 준말   3.부피의 단위
15,争端,['[ zhēngduān ]'],"['争', '端']","['#/entry/zhko/e2e0c92752454f9e9d75fba79cd55fb9', '#/entry/zhko/7af05f6d44874e51bd399243a76caa06']",1.쟁단   2.싸움의 발단   3.분쟁의 실마리
16,何况,['[ hékuàng ]'],"['何', '况']","['#/entry/zhko/92b9dc9f355a43869c963c04749bb1c0', '#/entry/zhko/86e4c48e3b0b43c0aa8cef6c222363b5']",1.하물며   2.황차   3.더군다나
17,从来,['[ cónglái ]'],"['从', '来']","['#/entry/zhko/0610246819234d0187a77b14b54b8abd', '#/entry/zhko/f58c7f65ac2242b491268f4a4b6a831d']",1.지금까지   2.여태껏   3.이제까지
18,幸运,['[ xìngyùn ]'],"['幸', '运']","['#/entry/zhko/e62f945d475d44cd82298007148fc1ba', '#/entry/zhko/bdbf5ed4a9f4448bbe2b7a21bfe7da88']",1.행운   2.운이 좋다
19,指南针,['[ zhǐnánzhēn ]'],"['指', '南', '针']","['#/entry/zhko/dc9f803a6a744b4481f255a0e97a138f', '#/entry/zhko/d1f1ec04d54e46beb3357e78a2665271', '#/entry/zhko/92a345fecd2a4ddbb35a6fa7739119bc']",1.지남침   2.나침반   3.지침
20,侧面,['[ cèmiàn ]'],"['侧', '面']","['#/entry/zhko/d4284f17ba0545b4a791e662bbe83bc2', '#/entry/zhko/058af9e47216414db5e45ee9dc8f578f']",1.옆면   2.측면   3.한쪽 면   4.다른 면
21,精简,['[ jīngjiǎn ]'],"['精', '简']","['#/entry/zhko/9e4a0b1d3cc24ca595707f989669f87f', '#/entry/zhko/1b18b28ebfa1416ba55a24910a708deb']",1.정간하다   2.정선하다   3.간소화하다   4.간결히 하다
22,感动,['[ gǎndòng ]'],"['感', '动']","['#/entry/zhko/a113c0e990fe49afb40b6ca5b602e8ed', '#/entry/zhko/c9e7b20c77a744b0bd58cdb7c85a1265']",1.감동하다   2.감동시키다
23,合格,['[ hégé ]'],"['合', '格']","['#/entry/zhko/61727e18099d4647984e17b3dc242dfa', '#/entry/zhko/bff44af4f92b46bca43ea47d85fbdfe1']",1.규격에 들어맞다   2.합격하다   3.합격
24,实现,['[ shíxiàn ]'],"['实', '现']","['#/entry/zhko/894f62974f8a4526bb8a239ff9162f02', '#/entry/zhko/ba7e27d5a8234852b479177b02318e02']",1.실현하다   2.달성하다
25,水利,['[ shuǐlì ]'],"['水', '利']","['#/entry/zhko/53f9b2ef150b47be9c82fe4cd732b3e7', '#/entry/zhko/2600c66d0bd24618a37827decfbec984']",1.수리   2.水利工程
26,关怀,['[ guānhuái ]'],"['关', '怀']","['#/entry/zhko/4c7b0e1b12174bd3b2304e84e6942f90', '#/entry/zhko/ac9f5a19aa074b08be0c2b0b2f4a443e']",1.관심을 보이다   2.배려하다   3.관심   4.배려
27,要不,['[ yàobù ]'],"['要', '不']","['#/entry/zhko/82ba79159d5c49d8adb5d222e35beee6', '#/entry/zhko/8f5c09bedf324bc49d1b4f4e590ff8e8']","1.그렇지 않으면   2.그러지 않으면   3.…하거나, …하거나   4.…하든지, …하든지"
28,我们,['[ wǒ‧men ]'],"['我', '们']","['#/entry/zhko/a163884686ac406abadf39a35d06c9f5', '#/entry/zhko/a4dce4b8e2b742abab8555684e8d845f']",1.우리   2.나   3.저
29,肆无忌惮,['[ sì wú jì dàn ]'],"['肆', '无', '忌', '惮']","['#/entry/zhko/3218ba2073904ec7904829a84879b613', '#/entry/zhko/205b7edfb0b649838d817932f298cc0a', '#/entry/zhko/c882753b3bbe4aafb4b47f59d44f7f26', '#/entry/zhko/9cbad41e3b404babb0e908b30127aaa0']",
30,难得,['[ nándé ]'],"['难', '得']","['#/entry/zhko/cc12d9cd41164b228c255b8ff205e1c1', '#/entry/zhko/9cadf27e754b4386af3c98c9167ae60c']",1.얻기 어렵다   2.구하기 힘들다   3.…하기는 어렵다   4.모처럼…하다
31,床单儿,['[ chuángdān(r) ]'],"['床', '单', '儿']","['#/entry/zhko/11d6191e3eda401f92888c79f78086e8', '#/entry/zhko/488221bbeec342ae95a826e896dfaa5c', '#/entry/zhko/2e54c2a8f93c464192be8615d6c66a0a']",1.시트   2.침대보   3.깔개   4.덮개
32,所以,['[ suǒyǐ ]'],"['所', '以']","['#/entry/zhko/41ea7c587b2841758301c19885972a8d', '#/entry/zhko/15b64780134546d8b6ad6b9d394c4adc']",1.인과 관계의 문장에서 결과나 결론을 나타낸다   2.그래서   3.…한 이유는
33,协会,['[ xiéhuì ]'],"['协', '会']","['#/entry/zhko/96d4a190e705462198cd8c96edff82e8', '#/entry/zhko/3ddbcc9e13a1471ca57c764c1fb22c4f']",
34,开水,['[ kāishuǐ ]'],"['开', '水']","['#/entry/zhko/e6e76b146dd644b494cde29a7d4b650c', '#/entry/zhko/53f9b2ef150b47be9c82fe4cd732b3e7']",1.끓는 물   2.끓인 물
35,播放,['[ bōfàng ]'],"['播', '放']","['#/entry/zhko/7fb45f24a9e1428e95a0e813c8a5b318', '#/entry/zhko/812b73cfb40b494ca9edfa2b36b583ae']",1.방송하다   2.방영하다   3.상영하다
36,文明,['[ wénmíng ]'],"['文', '明']","['#/entry/zhko/0242a433194b4f3396c707e0c95924e4', '#/entry/zhko/61f798567d2e4b578ff22974ee6c7c8e']",1.문명   2.현대적인   3.교양이 있다
37,休闲,['[ xiūxián ]'],"['休', '闲']","['#/entry/zhko/45bb682331ba444da07b764099212152', '#/entry/zhko/feb303b58d2c4703b7b692303d390a57']",1.묵히다   2.휴한하다   3.휴식 오락 활동   4.레저 활동
38,看望,['[ kàn‧wàng ]'],"['看', '望']","['#/entry/zhko/9f9a6069eeb04015a3a0296caea77a47', '#/entry/zhko/9f62dead2ec94004b6d4c309be2ba534']",1.방문하다   2.문안하다   3.찾아가 보다
39,舞蹈,['[ wǔdǎo ]'],"['舞', '蹈']","['#/entry/zhko/f90a0ad42f60459d95886b81c9ec64d1', '#/entry/zhko/db932caa274c40e1a3f748e040c1f7eb']",1.무도   2.춤   3.무용
40,平安,['[ píng’ān ]'],"['平', '安']","['#/entry/zhko/3afda9b8fccd4191b11a090ab003c0e8', '#/entry/zhko/9d2346b7f2a248da965c4117c8fb0976']",1.평안하다   2.무사하다
41,鄙视,['[ bǐshì ]'],"['鄙', '视']","['#/entry/zhko/1eb611520b3f49cd9705b63a9950a549', '#/entry/zhko/b23f6d4c4f6447769cc49087276701f6']",1.경멸하다   2.경시하다   3.깔보다
42,自行车,['[ zìxíngchē ]'],"['自', '行', '车']","['#/entry/zhko/f95ad8ca11ab48e6bd41f6f424759210', '#/entry/zhko/d1e4bfe1b2974a07809257483076f6a8', '#/entry/zhko/213d15706f6042a3b8002524f9756c6e']",
43,离婚,['[ lí//hūn ]'],"['离', '婚']","['#/entry/zhko/29512d0631e0460ba7c0910642863f61', '#/entry/zhko/630e7875d9c24e0eac1e6eb3e06d0c14']",1.이혼하다   2.이혼
44,匆忙,['[ cōngmáng ]'],"['匆', '忙']","['#/entry/zhko/4f0da292ed7b4c489701cf1ed6a335b1', '#/entry/zhko/872c5684751f469d937cc408785f489e']",1.총망하다   2.매우 바쁘다
45,幸亏,['[ xìngkuī ]'],"['幸', '亏']","['#/entry/zhko/e62f945d475d44cd82298007148fc1ba', '#/entry/zhko/5bc90f21d93e4c128926a3c1cbcf7311']",1.다행히   2.운 좋게   3.요행으로
46,破产,['[ pò//chǎn ]'],"['破', '产']","['#/entry/zhko/c98d199c516e409b85c88a66a761c4af', '#/entry/zhko/1aca43b3a01849da9e0f0582c6f2f135']",1.파산하다   2.파탄하다   3.파산
47,见多识广,['[ jiàn duō shí guǎng ]'],"['见', '多', '识', '广']","['#/entry/zhko/3588c425d7b547718e8bc0d41cccbad7', '#/entry/zhko/ff2bf4f9e0ed4017aec6ed729baa574c', '#/entry/zhko/57a977bfde6845f78f0c66927ac8ac60', '#/entry/zhko/e1d81ea8020a47309839c7dcf67280af']",1.보고 들은 것이 많고 식견이 넓다   2.박식하고 경험이 많다
48,书籍,['[ shūjí ]'],"['书', '籍']","['#/entry/zhko/197aba425ba447599c63ba93053297ec', '#/entry/zhko/50b9188028244851a2c2630cc7a46f85']",1.서적   2.책
49,风光,['[ fēng‧guang ]'],"['风', '光']","['#/entry/zhko/efbd03592213408f8b729c144e32a2f1', '#/entry/zhko/8baeb4ec566c4b31ba1e894df2dcffda']",1.굉장하다   2.훌륭하다   3.어마어마하다   4.영광스럽다
50,不免,['[ bùmiǎn ]'],"['不', '免']","['#/entry/zhko/8f5c09bedf324bc49d1b4f4e590ff8e8', '#/entry/zhko/67cc1bc30aa14a4ba1a1c7ad745569fc']",1.면할 수 없다   2.피치 못하다   3.아무리 해도 …가 되다
51,信用卡,['[ xìnyòngkǎ ]'],"['信', '用', '卡']","['#/entry/zhko/9065e8ed050340ee8e2e67b7366cae3e', '#/entry/zhko/35ad766ac838429898603b4fb430763f', '#/entry/zhko/9dc2152f4d7e4f63aa679d1ded6615b5']",
52,能量,['[ néngliàng ]'],"['能', '量']","['#/entry/zhko/1e586ecf22a9432885968e1c4cd9f183', '#/entry/zhko/4f3c8b08d6e64021a1a806a10488c86c']",1.에너지   2.능력   3.역량
53,本钱,['[ běnqián ]'],"['本', '钱']","['#/entry/zhko/66a63792edea4caea54c9fc9e3d168e9', '#/entry/zhko/e38a2139a2824be58d2fe243aa35b53f']",1.본전   2.상품의 원가   3.여자의 몸매
54,发布,['[ fābù ]'],"['发', '布']","['#/entry/zhko/90dde58de4ac43d8a7b44106573447ed', '#/entry/zhko/6811d0f7e94144fd8811839bba3062d8']",1.발포하다   2.선포하다
55,竞选,['[ jìngxuǎn ]'],"['竞', '选']","['#/entry/zhko/4a2fedb3690a4c71b1a9544299c379c2', '#/entry/zhko/6def309cd0664d2e822811ee6ccd42fe']",1.경선하다   2.선거 경쟁을 하다   3.선거 경쟁   4.선거 운동
56,要命,['[ yào//mìng ]'],"['要', '命']","['#/entry/zhko/82ba79159d5c49d8adb5d222e35beee6', '#/entry/zhko/a581e4a52a22497484b80befd8e80ca4']",1.목숨을 빼앗다   2.심하다   3.남을 곤란하게 하다   4.아무리 해도
57,拼命,['[ pīn//mìng ]'],"['拼', '命']","['#/entry/zhko/2c6b4facb6704f40a3ad03d7af9106f9', '#/entry/zhko/a581e4a52a22497484b80befd8e80ca4']",1.목숨을 내던지다   2.필사적으로 하다   3.활발하게 움직이다
58,近代,['[ jìndài ]'],"['近', '代']","['#/entry/zhko/a4b3a8a1f4c745be909322c5b5d18bea', '#/entry/zhko/1a66fc12af234c5da597f733b90998dc']",1.근대   2.근세   3.자본주의 시대
59,布局,['[ bùjú ]'],"['布', '局']","['#/entry/zhko/6811d0f7e94144fd8811839bba3062d8', '#/entry/zhko/37290a1d98d7400c85acbc9533fae41a']",1.구성하다   2.구성   3.시문의 구성   4.바둑의 포석
60,后勤,['[ hòuqín ]'],"['后', '勤']","['#/entry/zhko/af881ba7028e47bd8428a8772bcfcaac', '#/entry/zhko/a647e553aa1d4e51a35486995dee16f5']",1.후방 근무   2.후방 근무자   3.물자 조달·관리 작업   4.후방 근무하다
61,称号,['[ chēnghào ]'],"['称', '号']","['#/entry/zhko/3147df59105d48a1af264f6254f16238', '#/entry/zhko/c8a3b6d2ee9e4111ba9e991b7613bf90']",
62,酗酒,['[ xùjiǔ ]'],"['酗', '酒']","['#/entry/zhko/fca0f576bc4143d8a5f999220849ef4d', '#/entry/zhko/e13d2c4eda7c4442b5227ba2c5576965']",1.주정하다   2.취해서 난폭하게 굴다
63,意义,['[ yìyì ]'],"['意', '义']","['#/entry/zhko/00087d1e231a40dbbfb2843b5f0b9867', '#/entry/zhko/09845a093039466e8e19f99296d8476b']",1.뜻   2.의미   3.의의   4.가치
64,牵制,['[ qiānzhì ]'],"['牵', '制']","['#/entry/zhko/1d5540a5a0fe463b8c7ca5257ac973ff', '#/entry/zhko/187dade72a9d4097bc185e245637dc96']",
65,主意,['[ zhǔ‧yi ]'],"['主', '意']","['#/entry/zhko/0599518701e14c7fae5754b12f998396', '#/entry/zhko/00087d1e231a40dbbfb2843b5f0b9867']",1.취의   2.취지   3.방법   4.생각
66,准则,['[ zhǔnzé ]'],"['准', '则']","['#/entry/zhko/89f5b8ade6c1478eaec8013093146db7', '#/entry/zhko/0fba41eda7ab4eb9a5650c52cb86e725']",1.준칙   2.규범
67,礼节,['[ lǐjié ]'],"['礼', '节']","['#/entry/zhko/415ab344edfa4975bc94656ebe8485fe', '#/entry/zhko/ef8fe994e26f41e38878a798b8757f07']",
68,摩托车,['[ mótuōchē ]'],"['摩', '托', '车']","['#/entry/zhko/778f1139c54e4634885c4a79462b7416', '#/entry/zhko/db15d8ff609e43e8a9974a09fbd55d66', '#/entry/zhko/213d15706f6042a3b8002524f9756c6e']",
69,惦记,['[ diàn‧jì ]'],"['惦', '记']","['#/entry/zhko/212c934d10de4e59abbde702b770653d', '#/entry/zhko/3a4e9d7712954163a7eaa521dd948e6f']",1.늘 생각하다   2.염려하다
70,资金,['[ zījīn ]'],"['资', '金']","['#/entry/zhko/e827755cc58040e196deefbc57fff2fd', '#/entry/zhko/b8f64b004fa6414298b7d9dd8d732854']",1.자금   2.자본금
71,对称,['[ duìchèn ]'],"['对', '称']","['#/entry/zhko/cc44d0a3a30c42a997f517ffe64586e5', '#/entry/zhko/3147df59105d48a1af264f6254f16238']",
72,橡皮,['[ xiàngpí ]'],"['橡', '皮']","['#/entry/zhko/a57b9507c745476a9571065cfc698eaf', '#/entry/zhko/4f756c10117a4b51acc7d0c488cb2b8a']",1.橡皮擦   2.고무   3.유화 고무의 통칭
73,斗争,['[ dòuzhēng ]'],"['斗', '争']","['#/entry/zhko/75efa888f6ee4469a6b425e5a9f4e4fe', '#/entry/zhko/e2e0c92752454f9e9d75fba79cd55fb9']",1.투쟁   2.분투·노력하다
74,起码,['[ qǐmǎ ]'],"['起', '码']","['#/entry/zhko/2415e6b21ea24895a69d4fcda5f261e5', '#/entry/zhko/c8f75c3653724ab68ed250494b2df3d0']",
75,马虎,['[ mǎ‧hu ]'],"['马', '虎']","['#/entry/zhko/93627a0f02d940c6b816ff962aa3e2b3', '#/entry/zhko/e4cc4cab6baa4ce49054587501b98719']",1.소홀하다   2.데면데면하다   3.건성건성하다   4.등한하다
76,日记,['[ rìjì ]'],"['日', '记']","['#/entry/zhko/578aeeec1ed949d193d0549fa00bad7f', '#/entry/zhko/3a4e9d7712954163a7eaa521dd948e6f']",1.일기   2.일지
77,学术,['[ xuéshù ]'],"['学', '术']","['#/entry/zhko/67ecf9ed951c48a586367d1edcf2221f', '#/entry/zhko/57243bb026ce4fa8a9c0fcf6712937da']",
