,0,1,2,3,4
0,就近,['[ jiùjìn ]'],"['就', '近']","['#/entry/zhko/1a185928a0a240658771e4f268dba3b0', '#/entry/zhko/a4b3a8a1f4c745be909322c5b5d18bea']",1.가까운 곳에   2.근방에   3.근처에
1,居民,['[ jūmín ]'],"['居', '民']","['#/entry/zhko/780cc45211c447dda87215206bf8c368', '#/entry/zhko/cc5fe79846924e22951d078bda0d3370']",1.거민   2.주민
2,摄影,['[ shèyǐng ]'],"['摄', '影']","['#/entry/zhko/ca16f471143047ee9024983dbd250a31', '#/entry/zhko/8106f879943b402780c3b2c15745aaed']",1.촬영   2.촬영하다
3,可爱,['[ kě’ài ]'],"['可', '爱']","['#/entry/zhko/6339d6947a904ab6b1afdf285dcbeac8', '#/entry/zhko/53a6b76a8d4242cf9355a854be238e65']",1.사랑스럽다   2.귀엽다
4,符合,['[ fúhé ]'],"['符', '合']","['#/entry/zhko/759e55fb97db403687fea7e3d5e93a4c', '#/entry/zhko/61727e18099d4647984e17b3dc242dfa']",1.부합하다   2.맞다   3.일치하다
5,眼镜儿,['[ yǎnjìng(r) ]'],"['眼', '镜', '儿']","['#/entry/zhko/d781d747fc4244c1be97909d67427787', '#/entry/zhko/855167408e8c460993a6b8eb492e6de1', '#/entry/zhko/2e54c2a8f93c464192be8615d6c66a0a']",
6,忠实,['[ zhōngshí ]'],"['忠', '实']","['#/entry/zhko/c05edea4711e4e539a4e0d8468d2cf54', '#/entry/zhko/894f62974f8a4526bb8a239ff9162f02']",1.충실하다   2.충직하고 성실하다   3.진실하다   4.참되다
7,宪法,['[ xiànfǎ ]'],"['宪', '法']","['#/entry/zhko/7899b7b7ca9249fa96760d8165910812', '#/entry/zhko/22609335f00742358b45cbea811d47d6']",1.헌법   2.법도
8,现状,['[ xiànzhuàng ]'],"['现', '状']","['#/entry/zhko/ba7e27d5a8234852b479177b02318e02', '#/entry/zhko/4cbe820a2635425d852493f1db075a2a']",1.현상   2.현상태   3.현재 상황
9,年度,['[ niándù ]'],"['年', '度']","['#/entry/zhko/7e65b2b7276c485b91c3f47f52abbfd2', '#/entry/zhko/685d498d745145caa340b17abb2a1457']",
10,母亲,['[ mǔ‧qīn ]'],"['母', '亲']","['#/entry/zhko/a3f1fffbf7614f35b1820325b908885c', '#/entry/zhko/d03810cdcf654654ba595ef8a540d844']",1.모친   2.어머니
11,毫无,['[ háowú ]'],"['毫', '无']","['#/entry/zhko/b2f08bfe0099473faf8415f5244640e7', '#/entry/zhko/205b7edfb0b649838d817932f298cc0a']",
12,力求,['[ lìqiú ]'],"['力', '求']","['#/entry/zhko/ef580c45890f49fb84666255304b0348', '#/entry/zhko/131916c3fe77442bba61d71fc7f2fab0']",1.힘써 노력하다   2.되도록 힘쓰다
13,赤字,['[ chìzì ]'],"['赤', '字']","['#/entry/zhko/8064c6df184f43e6af65d8b6533f56a1', '#/entry/zhko/25cfb7fdbcd04b5abf36bc9956956966']",
14,古怪,['[ gǔguài ]'],"['古', '怪']","['#/entry/zhko/df37a09d450b4b568499632a3510a5ab', '#/entry/zhko/6546e5e7d07743c9889c005854bec45a']",1.기괴하다   2.기이하다   3.시대 조류에 맞지 않다
15,度过,['[ dùguò ]'],"['度', '过']","['#/entry/zhko/685d498d745145caa340b17abb2a1457', '#/entry/zhko/5536d41f42d24ab9a5d3024babd1ff9e']",1.보내다   2.지내다
16,动脉,['[ dòngmài ]'],"['动', '脉']","['#/entry/zhko/c9e7b20c77a744b0bd58cdb7c85a1265', '#/entry/zhko/68e19dd423e848938bb966ec2caef540']",1.동맥   2.교통의 간선
17,需要,['[ xūyào ]'],"['需', '要']","['#/entry/zhko/a7354650623c49d78c1b52fd0af14d34', '#/entry/zhko/82ba79159d5c49d8adb5d222e35beee6']",1.요구되다   2.수요   3.…해야 한다
18,平时,['[ píngshí ]'],"['平', '时']","['#/entry/zhko/3afda9b8fccd4191b11a090ab003c0e8', '#/entry/zhko/35d9a75c775941d6b00f2c0abf0299d8']",1.보통 때   2.평소   3.여느 때   4.평상시
19,同意,['[ tóngyì ]'],"['同', '意']","['#/entry/zhko/110dfb8a07914e7b950b6ce4249959a3', '#/entry/zhko/00087d1e231a40dbbfb2843b5f0b9867']",1.동의   2.승인   3.찬성
20,维修,['[ wéixiū ]'],"['维', '修']","['#/entry/zhko/487e1ab8bbf143a0903e6cb0fb209a85', '#/entry/zhko/45337f4fbb684666b3e6645e08fa26be']",1.간수 수리하다   2.보수하다   3.수리   4.수선
21,恭喜,['[ gōngxǐ ]'],"['恭', '喜']","['#/entry/zhko/2a1c22055e794b7198dc537db90bbab3', '#/entry/zhko/970ab23b4c354c8ca9974889e2258ae5']",1.축하하다   2.일하다
22,留学,['[ liú//xué ]'],"['留', '学']","['#/entry/zhko/f68b043d0efc4c7da0ccc9005a7b2d25', '#/entry/zhko/67ecf9ed951c48a586367d1edcf2221f']",1.유학하다   2.유학
23,容器,['[ róngqì ]'],"['容', '器']","['#/entry/zhko/9f33b62e86434221bb68d57e9596930b', '#/entry/zhko/61fdb8290fc34cc6a744b4b13a14559c']",
24,聚精会神,['[ jù jīng huì shén ]'],"['聚', '精', '会', '神']","['#/entry/zhko/32f03f97eb2749ed908144ca319f2e10', '#/entry/zhko/9e4a0b1d3cc24ca595707f989669f87f', '#/entry/zhko/3ddbcc9e13a1471ca57c764c1fb22c4f', '#/entry/zhko/de3c274e10ac4c0e81fd576372bdf393']",1.정신을 집중하다   2.전심하다   3.열중하다
25,标题,['[ biāotí ]'],"['标', '题']","['#/entry/zhko/2cc6974af5ec46f38ed7dc1fb4e3589e', '#/entry/zhko/ba0432e36abf4f65a6470c7304b5dd1b']",1.표제   2.표제를 달다   3.헤딩
26,交通,['[ jiāotōng ]'],"['交', '通']","['#/entry/zhko/5c8b1a9e6d474c23a71b4bfbb0271e75', '#/entry/zhko/1d819fa80f554ed98d2f98fa6921a285']",1.교통   2.交通员   3.결탁하다
27,响应,['[ xiǎngyìng ]'],"['响', '应']","['#/entry/zhko/ec88dffcff5a40e4af91221765a07814', '#/entry/zhko/d10f30c225ca4d908788047f0221cd6f']",1.호응   2.응답   3.공명
28,请教,['[ qǐng//jiào ]'],"['请', '教']","['#/entry/zhko/2256273ca6ff426a991405f57eae19fc', '#/entry/zhko/d373b4dc01e243efa2acc5d259b1be46']",1.지도를 바라다   2.가르침을 청하다   3.가르침을 받다   4.물어보다
29,一下儿,['[ yīxià(r) ]'],"['一', '下', '儿']","['#/entry/zhko/8500c302bffc4c679ae96f1502cae41b', '#/entry/zhko/d55f65d5486f4194823d2bc37c21ca38', '#/entry/zhko/2e54c2a8f93c464192be8615d6c66a0a']",1.시험삼아 해보다   2.좀 …하다   3.금방   4.금새
30,完善,['[ wánshàn ]'],"['完', '善']","['#/entry/zhko/bd3c762e7f7a46a9bc7e91228d1854c2', '#/entry/zhko/2dd492a2e1f646c7a715a207439c055e']",1.완선하다   2.완전하다   3.완벽하다   4.완전해지게 하다
31,向往,['[ xiàngwǎng ]'],"['向', '往']","['#/entry/zhko/e9a9dd0f9a1f45dea71c66f7c119fb1a', '#/entry/zhko/922fd440ff904ca5ae76a7e67b5afb83']",1.동경하다   2.그리워하다   3.장래
32,外界,['[ wàijiè ]'],"['外', '界']","['#/entry/zhko/c5c1d7bba3a446c4adde97229edc2614', '#/entry/zhko/de3be65e00a346319e7bae57e71b05bc']",1.외계   2.외부   3.국외
