,0
45,"['[ ní ]', '1.비구니 \xa0 2.여승 \xa0 3.음역자']"
46,婚
47,"['[ hūn ]', '1.결혼하다 \xa0 2.혼인']"
48,格
49,"['[ gé ]', '1.격자 \xa0 2.표준 \xa0 3.품성 \xa0 4.장애']"
50,眼
51,"['[ yǎn ]', '1.눈 \xa0 2.시력 \xa0 3.구멍 \xa0 4.요점']"
52,金
53,"['[ jīn ]', '1.금속 \xa0 2.돈 \xa0 3.황금']"
54,蛋
55,"['[ dàn ]', '1.알 \xa0 2.둥근 물건 \xa0 3.새끼 \xa0 4.속어 중의 비유 용법']"
56,息
57,"['[ xī ]', '1.숨 \xa0 2.소식 \xa0 3.그만두다 \xa0 4.쉬다']"
58,室
59,"['[ shì ]', '1.방 \xa0 2.기관·단체의 업무 단위로서의 실 \xa0 3.처 \xa0 4.집']"
60,内
61,"['[ nèi ]', '1.안 \xa0 2.처 또는 처가의 친척 \xa0 3.내실 \xa0 4.뱃속']"
62,运
63,"['[ yùn ]', '1.돌다 \xa0 2.운송하다 \xa0 3.운용하다 \xa0 4.운']"
64,根
65,"['[ gēn ]', '1.자손 \xa0 2.외동아들이나 외동딸 \xa0 3.루트 \xa0 4.대수 방정식의 해']"
66,单
67,"['[ dān ]', '1.홑의 \xa0 2.기수의 \xa0 3.혼자의 \xa0 4.오직']"
68,宝
69,"['[ bǎo ]', '1.진귀한 것 \xa0 2.진귀한 \xa0 3.옛날의 일종의 도박 기구 \xa0 4.상대방에 대한 존칭으로 사용']"
70,哥
71,"['[ gē ]', '1.형 \xa0 2.친척 중 같은 항렬에서 나이가 많은 남자 \xa0 3.같은 또래의 남자에 대한 호칭']"
72,张
73,"['[ zhāng ]', '1.열다 \xa0 2.늘어놓다 \xa0 3.확대하다 \xa0 4.보다']"
74,搞
75,"['[ gǎo ]', '1.하다 \xa0 2.꾸미다 \xa0 3.가지고 놀다 \xa0 4.손에 넣다']"
76,战
77,"['[ zhàn ]', '1.싸움 \xa0 2.싸우다 \xa0 3.투쟁하다 \xa0 4.떨다']"
78,火
79,"['[ huǒ ]', '1.불 \xa0 2.긴급하다 \xa0 3.무기 \xa0 4.붉다']"
80,罗
81,"['[ luó ]', '1.새 그물 \xa0 2.그물을 쳐서 잡다 \xa0 3.초청하다 \xa0 4.진열하다']"
82,至
83,"['[ zhì ]', '1.이르다 \xa0 2.…의 정도에 이르다 \xa0 3.제일']"
84,万
85,"['[ wàn ]', '1.만 \xa0 2.매우 많은 \xa0 3.대단히 \xa0 4.만무']"
86,声
87,"['[ shēng ]', '1.소리 \xa0 2.번 \xa0 3.소리를 내다 \xa0 4.이름']"
88,布
89,"['[ bù ]', '1.천 \xa0 2.고대 화폐의 일종 \xa0 3.선포하다 \xa0 4.흩뿌리다']"
90,音
91,"['[ yīn ]', '1.음 \xa0 2.소식 \xa0 3.음절 \xa0 4.성']"
92,期
93,"['[ qī ]', '1.시기 \xa0 2.기간 \xa0 3.기 \xa0 4.정하다']"
94,条
95,"['[ tiáo ]', '1.가늘고 긴 나뭇가지 \xa0 2.폭이 좁고 긴 것 \xa0 3.가늘고 긴 선 \xa0 4.조']"
96,消
97,"['[ xiāo ]', '1.사라지다 \xa0 2.제거하다 \xa0 3.소일하다 \xa0 4.필요로 하다']"
98,买
99,"['[ mǎi ]', '1.사다 \xa0 2.세내다 \xa0 3.매수하다 \xa0 4.이익을 얻다']"
