,0,1,2,3,4
10,后顾之忧,['[ hòu gù zhī yōu ]'],"['后', '顾', '之', '忧']","['#/entry/zhko/af881ba7028e47bd8428a8772bcfcaac', '#/entry/zhko/cd32aa0d7d2d46809f4f0bac0a26d348', '#/entry/zhko/1b12c88975e64c528c446b0e62a390c1', '#/entry/zhko/0d9f2e2eafa64ae0aafa810fc4cd663c']",1.뒷걱정   2.뒷근심
11,反射,['[ fǎnshè ]'],"['反', '射']","['#/entry/zhko/a3b285276b8c4146bee3a779012a4d79', '#/entry/zhko/f9452c5f20534413bc1f0f98107025ea']",
12,年代,['[ niándài ]'],"['年', '代']","['#/entry/zhko/7e65b2b7276c485b91c3f47f52abbfd2', '#/entry/zhko/1a66fc12af234c5da597f733b90998dc']",1.연대   2.시기   3.시대   4.한 세기 중의 10년
13,幻想,['[ huànxiǎng ]'],"['幻', '想']","['#/entry/zhko/e48475de0957447c921d42330065b317', '#/entry/zhko/ac59307bfd644b679fbe16bd6675fa0a']",
14,非法,['[ fēifǎ ]'],"['非', '法']","['#/entry/zhko/f78478a2f53b4fc7b88cfffe0deedd81', '#/entry/zhko/22609335f00742358b45cbea811d47d6']",1.불법적인   2.비합법적인
15,一度,['[ yí dù ]'],"['一', '度']","['#/entry/zhko/8500c302bffc4c679ae96f1502cae41b', '#/entry/zhko/685d498d745145caa340b17abb2a1457']",1.일 회   2.한 차례   3.한 때   4.한동안
16,中旬,['[ zhōngxún ]'],"['中', '旬']","['#/entry/zhko/7b669476c3f049e28815381afd28f19b', '#/entry/zhko/db2672e11ecd42a5a3e5d185f2e54e56']",
17,赞助,['[ zànzhù ]'],"['赞', '助']","['#/entry/zhko/68ac9a0218e546a4b8f0303772e9455c', '#/entry/zhko/c5724234c96e4f188c301e1879248968']",1.지지하다   2.찬조하다   3.협찬하다
18,发财,['[ fā//cái ]'],"['发', '财']","['#/entry/zhko/90dde58de4ac43d8a7b44106573447ed', '#/entry/zhko/3f63547b34674ec6b94e5afdf6beafe5']",1.돈을 벌다   2.재산을 모으다   3.부자가 되다
19,神仙,['[ shén‧xiān ]'],"['神', '仙']","['#/entry/zhko/de3c274e10ac4c0e81fd576372bdf393', '#/entry/zhko/291c9a52f20a4d4f9c4b2c6bb92db13b']",1.신선   2.앞일을 예견하거나 통찰력이 있는 사람   3.천지신명
20,计算,['[ jìsuàn ]'],"['计', '算']","['#/entry/zhko/f380319350dd4fe6b2a7932918a8787d', '#/entry/zhko/94802156829a400f9bdd4101a40a2061']",1.계산   2.고려하다   3.암해하다
21,局部,['[ júbù ]'],"['局', '部']","['#/entry/zhko/37290a1d98d7400c85acbc9533fae41a', '#/entry/zhko/c4472c249fdc4677be0145c34fa387d1']",1.국부   2.일부분
22,稠密,['[ chóumì ]'],"['稠', '密']","['#/entry/zhko/562960a6af15463ab75a74ccc0860b67', '#/entry/zhko/f335ce0a638b4db485208b981cd231a8']",1.많고 빽빽하다   2.조밀하다
23,清楚,['[ qīng‧chu ]'],"['清', '楚']","['#/entry/zhko/64f7e8bbf06547b4b50318f78d6a8c28', '#/entry/zhko/878b9ad4ebf148eb8a93ab9e0757c41c']",1.분명하다   2.명석하다   3.깔끔하다   4.이해하다
24,多元化,['[ duōyuánhuà ]'],"['多', '元', '化']","['#/entry/zhko/ff2bf4f9e0ed4017aec6ed729baa574c', '#/entry/zhko/36015c918a104388a94727b20500abf9', '#/entry/zhko/2e7b557f94c648afaf391d33a4a8e5b1']",
25,妻子,['[ qī‧zi ]'],"['妻', '子']","['#/entry/zhko/d49e75a9fdf04aa8bf96c4f349f5f085', '#/entry/zhko/afc0a77247e74dfcb69171bfffd2bc5a']",
26,至少,['[ zhìshǎo ]'],"['至', '少']","['#/entry/zhko/3b042ba783d446ba8e2a13887a52916e', '#/entry/zhko/2bfa34bfb0f142f98019d39a79dde93a']",1.최소한   2.적어도
27,司机,['[ sījī ]'],"['司', '机']","['#/entry/zhko/0dd924fc0c6d46eba4a3624ab492f2c9', '#/entry/zhko/5a70f209b1d3406482ebc7abce8b5e38']",1.기관사   2.운전사   3.조종사   4.기계를 취급하다
28,主题,['[ zhǔtí ]'],"['主', '题']","['#/entry/zhko/0599518701e14c7fae5754b12f998396', '#/entry/zhko/ba0432e36abf4f65a6470c7304b5dd1b']",
29,简化,['[ jiǎnhuà ]'],"['简', '化']","['#/entry/zhko/1b18b28ebfa1416ba55a24910a708deb', '#/entry/zhko/2e7b557f94c648afaf391d33a4a8e5b1']",1.간략화하다   2.간소화하다
30,推论,['[ tuīlùn ]'],"['推', '论']","['#/entry/zhko/3e89cff546884dc29406d4e408a2dd53', '#/entry/zhko/6864c7f0674e4fca9dd47f1f833d7a59']",
31,或许,['[ huòxǔ ]'],"['或', '许']","['#/entry/zhko/1fabb1b14f36450ca16ca2e05f462088', '#/entry/zhko/33b0d35271b9443583e1ca6ebe2c3909']",1.아마   2.혹시   3.어쩌면
32,平均,['[ píngjūn ]'],"['平', '均']","['#/entry/zhko/3afda9b8fccd4191b11a090ab003c0e8', '#/entry/zhko/91840f233b19467ab1f4e676eb1581fc']",1.평균하다   2.균등히 하다   3.균등   4.평균
33,盛情,['[ shèngqíng ]'],"['盛', '情']","['#/entry/zhko/16eff5731c2b415983b05f43b1812f02', '#/entry/zhko/7a307c868529427c827e1a4905eba9fc']",1.두터운 정   2.친절
34,代表,['[ dàibiǎo ]'],"['代', '表']","['#/entry/zhko/1a66fc12af234c5da597f733b90998dc', '#/entry/zhko/2c06930f0e804d66bc79a255741dbc5a']",1.대표   2.대표자   3.대표하다   4.대신하다
35,见义勇为,['[ jiàn yì yǒng wéi ]'],"['见', '义', '勇', '为']","['#/entry/zhko/3588c425d7b547718e8bc0d41cccbad7', '#/entry/zhko/09845a093039466e8e19f99296d8476b', '#/entry/zhko/c1ca3e8d42a64a10909ee6478222900f', '#/entry/zhko/6a9aff7f56a34cdda123aa411c1d70a8']",1.정의를 보고 용감하게 뛰어들다   2.의에 용감하다
36,随身,['[ suíshēn ]'],"['随', '身']","['#/entry/zhko/481b9a92982c4861858bc767a40039c2', '#/entry/zhko/ee84d2fa114d4e379ebeeae80ea77645']",1.몸에 지니다   2.몸에 간직하다   3.휴대하다
37,顾问,['[ gùwèn ]'],"['顾', '问']","['#/entry/zhko/cd32aa0d7d2d46809f4f0bac0a26d348', '#/entry/zhko/e25c6a20fe5c4306a9ed01b61da5e74c']",1.고문   2.상관하다   3.개의하다   4.돌보다
38,一起,['[ yìqǐ ]'],"['一', '起']","['#/entry/zhko/8500c302bffc4c679ae96f1502cae41b', '#/entry/zhko/2415e6b21ea24895a69d4fcda5f261e5']",1.한 곳   2.같이   3.합해서   4.한 무리
39,报纸,['[ bàozhǐ ]'],"['报', '纸']","['#/entry/zhko/1c04684e8c1d4e858cdee0e5d920993b', '#/entry/zhko/7749ee27f911406f93a8e0f19eef4a7b']",1.신문   2.신문지   3.신문 용지
40,位于,['[ wèiyú ]'],"['位', '于']","['#/entry/zhko/e338cc812d46430ebc109091ebd006c8', '#/entry/zhko/3ffe9f569b8e4f98b5ba79f1e05e1c76']",
41,父亲,['[ fù‧qīn ]'],"['父', '亲']","['#/entry/zhko/a50b3a7e9ef845eca00120e0dd75f480', '#/entry/zhko/d03810cdcf654654ba595ef8a540d844']",
42,必须,['[ bìxū ]'],"['必', '须']","['#/entry/zhko/8a6caa04c41d4d4e82d98c8d47a90ed4', '#/entry/zhko/2903df9cff1342a0883a77228e4dcfae']",1.반드시 …해야 한다   2.꼭 …해야 한다   3.기필코 …해야 한다
43,秘书,['[ mìshū ]'],"['秘', '书']","['#/entry/zhko/b67a8cc7682a4a69b428304f50750b7c', '#/entry/zhko/197aba425ba447599c63ba93053297ec']",1.비서의 직무   2.비밀문서   3.비서
44,小说儿,['[ xiǎoshuō(r) ]'],"['小', '说', '儿']","['#/entry/zhko/b364965c122e4dbf996e78de8de07cd2', '#/entry/zhko/54f0342ee78744e8ae3b7e2e345318db', '#/entry/zhko/2e54c2a8f93c464192be8615d6c66a0a']",
45,永远,['[ yǒngyuǎn ]'],"['永', '远']","['#/entry/zhko/c11991fa4150492cab5efa81eb925a4b', '#/entry/zhko/3f361bfe4760448aaeda8b57a4fe4c22']",1.영원하다   2.늘   3.항상   4.언제나
46,包裹,['[ bāoguǒ ]'],"['包', '裹']","['#/entry/zhko/4f1b371768524d188c86acdded2d0230', '#/entry/zhko/73379f6a1a854aad8c07148ba8c4935e']",1.싸다   2.포장하다   3.소포   4.보따리
47,典礼,['[ diǎnlǐ ]'],"['典', '礼']","['#/entry/zhko/45fa29a69f21431a8a043653aa89f867', '#/entry/zhko/415ab344edfa4975bc94656ebe8485fe']",1.전례   2.의식
48,改革,['[ gǎigé ]'],"['改', '革']","['#/entry/zhko/9e69198cc0b74d1dbb404d39f76c2c22', '#/entry/zhko/84d17fbfabd04bbc8bb9361303b6fc81']",
49,口腔,['[ kǒuqiāng ]'],"['口', '腔']","['#/entry/zhko/b5c5253a468b416aaea8cb70ad81ce43', '#/entry/zhko/d61bfe9e57c24e9aa2afa3d98e2c02dd']",
50,促使,['[ cùshǐ ]'],"['促', '使']","['#/entry/zhko/d38cc766627f491cb25745ad807ff390', '#/entry/zhko/63519721e7744dfa9dc7eeeb94717f56']",1.…도록 하다   2.…하게 하다
51,太极拳,['[ tàijíquán ]'],"['太', '极', '拳']","['#/entry/zhko/5ebbb92d28cb44cd82b6101efc472ce5', '#/entry/zhko/427461eac9e04896bd3a2f987883592c', '#/entry/zhko/270be78a64474ac88ec89cea4ff1fe08']",
